,comment,label,tokenized
1211,"lagi dibandara tapi app nya ga bisa di pakai, rasanya pengen berkata""kasar""!!!! dicoba berulang kali malah terkunci 3jam.",,lagi dibandara tapi app nya tidak bisa di pakai rasanya pengen berkata kasar dicoba berulang kali malah terkunci
1212,setelah update app nya susah di akses. tibatiba logout dan verifikasi ulang lama sekali.,,setelah update app nya susah di akses tibatiba logout dan verifikasi ulang lama sekali
1213,"versi sebelumnya udah oke nyesel diupdate, jd susah login, abis login tiba2 sesi udh abis, terus verifikasi nomor juga sama parah banget lagnya, penurunan kualitas banget, sekarang bener2 gabisa masuk aplikasinya, tidak terpakai aplikasinya",,versi sebelumnya udah oke nyesel diupdate jd susah login abis login sesi udh abis terus verifikasi nomor juga sama parah banget lagnya penurunan kualitas banget sekarang tidakbisa masuk aplikasinya tidak terpakai aplikasinya
1214,"sering punya masalah log out sendiri, minta kode otp tapi gak terkirim terus. mana lagi ngantri di halte dan buru-buru",,sering punya masalah log out sendiri minta kode otp tapi tidak terkirim terus mana lagi ngantri di halte dan
1215,setelah diupdate jadi tidak bisa digunakan aplikasinya. sudah diinstall ulang masih saja stak di form persetujuan syarat dan ketentuan. cepatlah perbaiki jangan sampai menunggu setengah hari. saya akan ubah bintang jika sudah normal kembali. terimakasih,,setelah diupdate jadi tidak bisa digunakan aplikasinya sudah diinstall ulang masih saja stak di form persetujuan syarat dan ketentuan cepatlah perbaiki jangan sampai menunggu setengah hari saya akan ubah bintang jika sudah normal kembali terimakasih
1216,"saya tidak bisa login meskipun sudah mengisi kode otp yang sesuai dari sms. request melalui e-mail tidak masuk dari 2 jam yang lalu. mohon untuk segera diperbaiki, karena ini penting untuk keperluan bepergian guna mengecek hasil tes pcr/antigen.",,saya tidak bisa login meskipun sudah mengisi kode otp yang sesuai dari sms request melalui tidak masuk dari jam yang lalu mohon untuk segera diperbaiki karena ini penting untuk keperluan bepergian guna mengecek hasil tes
1217,"makin di update bukan malah bagus tp malah songong banget sih, punya bapak gua juga gitu, malah gabisa log in...kalo niat bikin aplikasi tuh yg benerr, bikin susah warga aja aplagi yg krja di pabrik tiap hari harus scan. ini trus gimana ni, anjirr anjir. nyesel gua update anjiirrr. benerin lagi dah tuh aplikasi, bikin resah doang. gemees gue. benerin dulu yg bener",,makin di update bukan malah bagus tp malah songong banget sih punya bapak gua juga gitu malah tidakbisa log in kalo niat bikin aplikasi tuh yg benerr bikin susah warga aja aplagi yg krja di pabrik tiap hari harus scan ini trus gimana ni anjirr anjir nyesel gua update anjiirrr benerin lagi dah tuh aplikasi bikin resah doang gemees gue benerin dulu yg bener
1218,"updatenya malah bikin login jadi susah, kode otp lama bgt dikirimnya",,updatenya malah bikin login jadi susah kode otp lama bgt dikirimnya
1219,"aplikasi gagal qc. yang harusnya memudahkan malah menyulitkan usernya, which ga semua orang juga punya smartphone yang compitable dengan aplikasi ini tapi sudah menjadi aplikasi wajib di mostly common place. sejujurnya aplikasinya baik, tujuannya baik tapi permasalahannya development nya yang masih perlu banyak perbaikan dan upgrade. semoga developernya bisa memperbaiki kecacatan ini. thankyou",,aplikasi gagal qc yang harusnya memudahkan malah menyulitkan usernya which tidak semua orang juga punya smartphone yang compitable dengan aplikasi ini tapi sudah menjadi aplikasi wajib di mostly common place sejujurnya aplikasinya baik tujuannya baik tapi permasalahannya development nya yang masih perlu banyak perbaikan dan upgrade semoga developernya bisa memperbaiki kecacatan ini thankyou
1220,"server dibenarin lah.. yang ngurus masak anak magang melulu sekelas app penting digunakan secara nasional kog kaya sampah gini.. logout sendiri, login susah bener, otp gak masuk2.. jangan bilang salahin sinyal user 4g lancar. server anda tuh benerin.. malu maluin. cs kaga punya?? yang jawab kalau gak robot ya anak magang.. payah",,server dibenarin yang ngurus masak anak magang melulu sekelas app penting digunakan secara nasional kog kaya sampah logout sendiri login susah bener otp tidak jangan bilang salahin sinyal user lancar server anda tuh malu malu cs kaga punya yang jawab kalau tidak robot ya anak payah
1221,parah !! aplikasi eror terus ! jangan diwajibin pakai aplikasi ini kalau aplikasi nya sendiri masih butut !! nyusahin org,,parah aplikasi error terus jangan diwajibin pakai aplikasi ini kalau aplikasi nya sendiri masih butut susah org
1222,tiba2 logout dan tidak bisa login,,logout dan tidak bisa login
1223,"it always come with error, then after 5 times trial i have to wait for 3 hours. but my flight can not wait....",,it always come with error then after times trial i have to wait for hours but my flight can not wait
1224,"aplikasi gajelas , login gabisa sekalinya bisa langsunh sesi telah habis di login lagi verify otp gagal terus , sekarang gabisa login 3 jam",,aplikasi gajelas login tidakbisa sekalinya bisa langsunh sesi telah habis di login lagi verify otp gagal terus sekarang tidakbisa login jam
1225,"login selalu gagal,pengiriman otp sangat lambat setelah update aplikasi.. bagaimana ini ? sy mau pake bwt masuk ke tempat kerja.. tolong secepatnya repair bugs ini",,login selalu gagal pengiriman otp sangat lambat setelah update bagaimana ini sy mau pake bwt masuk ke tempat tolong secepatnya repair bugs ini
1226,aplikasi gak jelas masak baru log in belum 30 detik uda log out sendiri setelah di update ko malah menyusahkan,,aplikasi tidak jelas masak baru log in belum detik uda log out sendiri setelah di update ko malah menyusahkan
1227,"masih sering error login, sertifikat vaksin telat keluar, gagal login, tolong dikondisikan.",,masih sering error login sertifikat vaksin telat keluar gagal login tolong dikondisikan
1228,"aplikasi sering logout sendiri dan login ulang sangat susah, otp kode sampainya lama sampe berulang-ulang. buat liat kartu vaksin juga sangat lambat",,aplikasi sering logout sendiri dan login ulang sangat susah otp kode sampainya lama sampe buat liat kartu vaksin juga sangat lambat
1229,"took some time to get otp for log in, once it arrived, the app keep saying otp can't be used. i'm sure you spent a lot of money creating this app, at least make it work properly!",,took some time to get otp for log in once it arrived the app keep saying otp ca be used i sure you spent a lot of money creating this app at least make it work properly
1230,"kurang friendly, harus selalu login, jika sdh lama tdk dipakai lagi, selalu mnta otp yang sangat slow respond",,kurang friendly harus selalu login jika sdh lama tdk dipakai lagi selalu mnta otp yang sangat slow respond
1231,"hadeuh. setelah update malah gabisa login, verif otp failed ceunah. diklik verify jg lama responsnya. udah mana harus pake ini kalo mau kemana2. gimana nih?",,hadeuh setelah update malah tidakbisa login verif otp failed ceunah diklik verify jg lama responsnya udah mana harus pake ini kalo mau gimana nih
1232,"aplikasi yang tidak reliable, proses login terlalu lama (harus login ulang setiap buka app)- tidak praktis, pengiriman otp lama. malah menghambat mobilitas",,aplikasi yang tidak reliable proses login terlalu lama harus login ulang setiap buka app tidak praktis pengiriman otp lama malah menghambat mobilitas
1233,"aplikasi g jelas sudah login tiba-tiba muncul notif sesi telah habis, mohon login ulang begitu terus sampai 5x ujung-ujungnya disuruh coba lagi dalam 3 jam.. hadehhh",,aplikasi tidak jelas sudah login muncul notif sesi telah habis mohon login ulang begitu terus sampai disuruh coba lagi dalam haduh
1234,tolong masih ada bug di sesi log in pada saat keluar aplikasi harus log in lagi dan saat kode otp dimasukkan tombol verifikasi tidak respon lalu terdapat juga bug lokasi yang tidak terdeteksi padahal lokasi sudah dinyalakan. terima kasih,,tolong masih ada bug di sesi log in pada saat keluar aplikasi harus log in lagi dan saat kode otp dimasukkan tombol verifikasi tidak respon lalu terdapat juga bug lokasi yang tidak terdeteksi padahal lokasi sudah dinyalakan terimakasih kasih
1235,"just recently updated and encountered bugs during login. after entering my email address and completed verification, app send note the ""your session has expired, please re-login""",,just recently updated and encountered bugs during login after entering my email address and completed verification app send note the your session has expired please
1236,tiba2 ke logout trus gabisa login lagi. stuck di verification code ga dikirim2. sekarang malah katanya harus tunggu 3 jam lagi. yaampun please lah besok saya ada penerbangan.,,ke logout trus tidakbisa login lagi stuck di verification code tidak sekarang malah katanya harus tunggu jam lagi yaampun please lah besok saya ada penerbangan
1237,"to bad, aplikasinya error dan dalam web login untuk pedulilindungi cms tidak terupdate utk kolom tenant nya, seharusnya dapat dipantau jumlah per hariannya sesuai tanggal dan waktu. mohon utk dpt diperbaiki dan ditingkatkan lg sehingga benar2 dapat maksimal aplikasinya tsb. tq",,to bad aplikasinya error dan dalam web login untuk pedulilindungi cms tidak terupdate utk kolom tenant nya seharusnya dapat dipantau jumlah per hariannya sesuai tanggal dan waktu mohon utk dpt diperbaiki dan ditingkatkan lg sehingga dapat maksimal aplikasinya tsb tq
1238,"versi baru sdh update, diminta login ulang, tp setiap masukin kode otp (no hp dan email) selalu ""maaf sesi anda telah habis"" saya jd sulit masuk ke gedung ini!!!!!!!",,versi baru sdh update diminta login ulang tp setiap masukin kode otp no hp dan email selalu maaf sesi anda telah habis saya jd sulit masuk ke gedung ini
1239,"really bad, i can't easy to login by phone number and also the verification code take long time to got it!",,really bad i ca easy to login by phone number and also the verification code take long time to got it
1240,"setelah update, coba login, otp dapat tapi ""sesi anda telah habis""..... tidak dapat digunakan kembali",,setelah update coba login otp dapat tapi sesi anda telah habis tidak dapat digunakan kembali
1241,keren. bintang 1,,keren bintang
1242,"habis update malah log out terus, scan qr juga gak kebaca",,habis update malah log out terus scan qr juga tidak kebaca
1243,"god , this app need to be fixed & fast . i cant login they're always out of session when i try to login . is this really our country app have to offer? such a disgrace",,god this app need to be fixed fast i cant login they always out of session when i try to login is this really our country app have to offer such a disgrace
1244,"sesi login habis dan tidak bs masuk ke apps , setelah diupdate... btw ud diuji belom sih nih apps sblm di release.. ampyuuun dah",,sesi login habis dan tidak bs masuk ke apps setelah diupdate btw ud diuji belom sih nih apps sblm di ampyuuun dah
1245,"after update, stuck cannot login, after otp. please solve this issue.",,after update stuck can not login after otp please solve this issue
1246,"update apaan, logout sendiri terus, masukin email ulang, kirim otp ulang, lg ketik bs logout tiba2",,update apaan logout sendiri terus masukin email ulang kirim otp ulang lg ketik bs logout
1247,"setelah diupdate, malah log out terus dari aplikasi",,setelah diupdate malah log out terus dari aplikasi
1248,can't even login. it keeps showing you session is over. over and over. please fix it immediately.,,ca even login it keeps showing you session is over over and over please fix it immediately
1249,"the application suddenly forced to logout. i have to re-logged in then it asked otp. the otp was sent in very a long time. i submited this otp and there was a notification ""you have tried 5 times re-login, you should wait on 3 hours later.",,the application suddenly forced to logout i have to in then it asked otp the otp was sent in very a long time i submited this otp and there was a notification you have tried times you should wait on hours later
1250,"karena sesi dinyatakan habis, maka harus login ulang. otp lama diterima, sekalinya diterima, verifikasi gagal. ketika berhasil masuk, dinyatakan sesi anda habis. login lagi, dinyatakan sudah 5x login jadi harus menunggu 4 jam. gitu aja terus sampe kucing bisa terbang.",,karena sesi dinyatakan habis maka harus login ulang otp lama diterima sekalinya diterima verifikasi gagal ketika berhasil masuk dinyatakan sesi anda habis login lagi dinyatakan sudah login jadi harus menunggu jam gitu aja terus sampe kucing bisa terbang
1251,"updatenya gak bagus. malah gak bisa login berkali-kali. sekali bisa login, sesi waktu habis. niat gak sih? sangat buruk, di mana-mana diwajibkan tapi apk ampas",,updatenya tidak bagus malah tidak bisa login sekali bisa login sesi waktu habis niat tidak sih sangat buruk di diwajibkan tapi apk ampas
1252,ngapain di upgrade malah nyusahin downgrade lagi aja sumpah gak guna,,ngapain di upgrade malah susah downgrade lagi aja sumpah tidak guna
1253,"cant login brooo, always errorrr",,cant login brooo always errorrr
1254,"setelah update malah ga bisa login,dan notifikasinya ga sampai- sampai",,setelah update malah tidak bisa login dan notifikasinya tidak sampai
1255,abis update malah jd ga guna,,abis update malah jd tidak guna
1256,gblok smph,,gblok smph
1257,"suddenly my session expires, and the otp always failed",,suddenly my session expires and the otp always failed
1258,keep on crashing,,keep on crashing
1259,"rusak. session time out terus. ga bisa login, resend code lama banget. suruh nunggu 3 jam lagi.",,rusak session time out terus tidak bisa login resend code lama banget suruh nunggu jam lagi
1260,"vaccination certificate won't show even tough i already vaccinated. gps always on, draining battery life",,vaccination certificate wo show even tough i already vaccinated gps always on draining battery life
1261,"apps kacau, gak bisa login, session expired terus. useless!",,apps kacau tidak bisa login session expired terus useless
1262,"ini saya coba checkin berlali kali gagal terus,padahal besoknya mau nonton . gmn si padahal kode otp saya udah benar malah di suruh tunggu 3 jam",,ini saya coba checkin berlali kali gagal terus padahal besoknya mau nonton gmn si padahal kode otp saya udah benar malah di suruh tunggu jam
1263,"aplikasi kontlo, otp dah bener diketik autentifikasinya gagal terus padahal di hp sebelumnya yang hp kentang malah aman, ini di hp baru malah jadi badut, kalo bikin aplikasi yang bener dong cooookkk",,aplikasi kontlo otp dah bener diketik autentifikasinya gagal terus padahal di hp sebelumnya yang hp kentang malah aman ini di hp baru malah jadi badut kalo bikin aplikasi yang bener dong cooookkk
1264,mohon diperbaiki di versi terbaru session habis hanya dalam waktu kurang dari 1 menit. sampai batas otp 5 kali habis.,,mohon diperbaiki di versi terbaru session habis hanya dalam waktu kurang dari menit sampai batas otp kali habis
1265,"update payah, tdk bisa dipakai. tidak dapat email verifikasi, walau sudah verifikasi langsung log out otomatis karena sesi habis. sudah install ulang tetep g mau, bikin kesal aja",,update payah tdk bisa dipakai tidak dapat email verifikasi walau sudah verifikasi langsung log out otomatis karena sesi habis sudah install ulang tetep tidak mau bikin kesal aja
1266,"setelah update jadi g bisa log-in, bkin repot dah!!!",,setelah update jadi tidak bisa bkin repot dah
1267,"hari ini semua orang di kantor gagal check in. setelah diupdate malah minta log in ulang. log in ulang pun gagal terus. sudah diulang berkali-kali, sudah uninstall - reinstall berulang kali juga masih failed. aplikasi yang belum diupdate pun sama errornya. bisa check in tetapi malah check out sendiri. coba check in lagi dan selalu failed juga. hadeh...",,hari ini semua orang di kantor gagal check in setelah diupdate malah minta log in ulang log in ulang pun gagal terus sudah diulang sudah uninstall reinstall berulang kali juga masih failed aplikasi yang belum diupdate pun sama errornya bisa check in tetapi malah check out sendiri coba check in lagi dan selalu failed juga hadeh
1268,why this apps always make me login everytime i open it.. annoying,,why this apps always make me login everytime i open annoying
1269,"pas buka aplikasi muncul ""login anda berakhir"" login ulang kode verifikasi gak masuk2..pas sekalinya masuk langsung kluar notifikasi ""login berakhir"" lagi...coba login gagal terus...sampai muncul notif ""anda sudah melakukan 5 kali tunggu 3 jam lagi""...sedangkan sudah harus berangkat perjalanan...kalo misal eror terus saat login knapa harus dibatasi cuma 5 kali loginnya cobak...kan lucu...",,pas buka aplikasi muncul login anda berakhir login ulang kode verifikasi tidak sekalinya masuk langsung kluar notifikasi login berakhir lagi coba login gagal terus sampai muncul notif anda sudah melakukan kali tunggu jam lagi sedangkan sudah harus berangkat perjalanan kalo misal error terus saat login kenapa harus dibatasi cuma kali loginnya cobak kan lucu
1270,"session anda telah habis,nyoba login lagi otp ga pernah dikirim..trus muncul suruh coba lagi 3 jam lg..bagus sekaliiih",,session anda telah habis nyoba login lagi otp tidak pernah muncul suruh coba lagi jam sekaliiih
1271,"kode otp ga dikirim kirim, stlh nunggu kirim ulang akhirnya sms masuk. saat log in dblg sesi habis.. gt aja terus",,kode otp tidak dikirim kirim stlh nunggu kirim ulang akhirnya sms masuk saat log in dblg sesi gt aja terus
1272,bad experience,,bad experience
1273,"why always ""sesi anda telah habis"". login terus, bgitu lagi. sampe 5 kali. disuruh tunggu 3 jam lagi. what? are you serious?? diminta scan kalo masuk beberapa gedung, muncul bgtu terus, ga bisa masuk buat scan. lol apps. please fix it!",,why always sesi anda telah habis login terus bgitu lagi sampe kali disuruh tunggu jam lagi what are you serious diminta scan kalo masuk beberapa gedung muncul bgtu terus tidak bisa masuk buat scan lol apps please fix it
1274,"aneh, login aja terus. mana lama lagi kalo kirim kode verifikasi.",,aneh login aja terus mana lama lagi kalo kirim kode verifikasi
1275,"di suruh update tapi sesi telah berakhir terus,payah aplikasinya belum ready",,di suruh update tapi sesi telah berakhir terus payah aplikasinya belum ready
1276,"sebenarnya aplikasinya menyusahkan tetapi karena suatu ke harusan maka saya install, karena selalu gagal scan barcode, sering check out otomatis meskipun masih ada diarea lokasi, log out sendiri aplikasi ketika login kembali kode otp selalu lama dikirim jadi gagal verifikasi karena kode kadaluarsa mohon perbaikan yang lebih cepat aksesnya aplikasinya kepada pengembang karena sekarang dibutuhkan serba cepat. terima kasih cecep",,sebenarnya aplikasinya menyusahkan tetapi karena suatu ke harusan maka saya install karena selalu gagal scan barcode sering check out otomatis meskipun masih ada diarea lokasi log out sendiri aplikasi ketika login kembali kode otp selalu lama dikirim jadi gagal verifikasi karena kode kadaluarsa mohon perbaikan yang lebih cepat aksesnya aplikasinya kepada pengembang karena sekarang dibutuhkan serba cepat terimakasih kasih cecep
1277,"jujur ni bug nya merosahkann mau login gabisa2, otp code sampenya lama, hadeh",,jujur ni bug nya merosahkann mau login otp code sampenya lama hadeh
1278,segalanya dimudahkan,,segalanya dimudahkan
1279,"aplikasi sampah. mewajibkan penggunaannya utk semua kegiatan tapi malah menyusahkan. update versi tapi malah makin nggak karuan. scan qr code gagal detect terus, berkali2 login gagal terus, sms otp masuknya lama. kalau sudah berkali2 dicoba dan gagal terus diminta ulang lagi 3 jam kemudian. bercanda kalian....",,aplikasi sampah mewajibkan penggunaannya utk semua kegiatan tapi malah menyusahkan update versi tapi malah makin tidak karuan scan qr code gagal detect terus login gagal terus sms otp masuknya lama kalau sudah dicoba dan gagal terus diminta ulang lagi jam kemudian bercanda kalian
1280,"baru dilogin, eh udah ke logout sendiri. tulisannya ""sesi anda telah habis"" padahal belom ada 10 detik dari login. malah kalo login, ngirim kode otpnya lama banget.",,baru dilogin eh udah ke logout sendiri tulisannya sesi anda telah habis padahal belom ada detik dari login malah kalo login ngirim kode otpnya lama banget
1281,tina tiba log out masuk lagi susah sekali otp tak kunjung dikirim padahal aplikasi dibutuhka mendesak tolong perbaikan nya,,tina tiba log out masuk lagi susah sekali otp tak kunjung dikirim padahal aplikasi dibutuhka mendesak tolong perbaikan nya
1282,ndak bisa login,,ndak bisa login
1283,setelah update malah tidak bisa login. selalu logout.,,setelah update malah tidak bisa login selalu logout
1284,suck,,suck
1285,aplikasi sampaaaahhh,,aplikasi sampaaaahhh
1286,sampah,,sampah
1287,"coba ya dibenerin lagi apknya. hapus aja limit buat login kalo ada sesi setiap login. buat loginnya aja sampe 30 menit. deteksi qr codenya juga lemah bgt jadi pada ngantri. kalo di semua tempat disuruh pake apk ini buat masuk, perbaikin dong.",,coba ya dibenerin lagi apknya hapus aja limit buat login kalo ada sesi setiap login buat loginnya aja sampe menit deteksi qr codenya juga lemah bgt jadi pada ngantri kalo di semua tempat disuruh pake apk ini buat masuk perbaikin dong
1288,"session expired, baru log in 1 menit.",,session expired baru log in menit
1289,session expired terus habis login logout login logout teusss tokennya benerin,,session expired terus habis login logout login logout teusss tokennya benerin
1290,aplikasi sampah,,aplikasi sampah
1291,scan is failed on new version and user has to keep login and on the second login the otp is not being sent,,scan is failed on new version and user has to keep login and on the second login the otp is not being sent
1292,bolak balik error,,bolak balik error
1293,"aplikasi error bikin ribet,orang mau nyari duit buat makan jadi susah...udah login malah di bilang ""sesi anda sudah berakhir,silahkan login ulang"" bgitu aja trus smpe 5 kali,akhirnya disuruh nunggu 3 jam buat login ulang...trus sy kerja gimna ini??? bikin atutan sesuaikan jga dong sama fasilitas pendukungnya...parah...",,aplikasi error bikin ribet orang mau nyari duit buat makan jadi susah udah login malah di bilang sesi anda sudah berakhir silahkan login ulang bgitu aja trus smpe kali akhirnya disuruh nunggu jam buat login ulang trus sy kerja gimna ini bikin atutan sesuaikan jga dong sama fasilitas pendukungnya parah
1294,hari ini tiba2 logout paksa dan tidak bisa login lagi karena otp tidak terkirim,,hari ini logout paksa dan tidak bisa login lagi karena otp tidak terkirim
1295,"abis update malah ga bisa scan lokasi. trs auto logout sendiri pas mau login malah susah, nomer otp ga dapet2. hadeehhh",,abis update malah tidak bisa scan lokasi trs auto logout sendiri pas mau login malah susah nomer otp tidak hadeehhh
1296,"hello , i dont login.. bug otp",,hello i dont bug otp
1297,"tidak bisa login, otp ga masuk2",,tidak bisa login otp tidak
1298,di update malah aneh,,di update malah aneh
1299,habis update ga bisa login.. parah bgt..,,habis update tidak bisa parah
1300,"mau masuk tidak bisa, minta otp dan uda masukin otp kena 2 menit. ini telkomselnya yg bapuk atau peduli lindungi yg bapuk? minta 3 jam login lagi. ini mau kerja g bs gara2 urusin hal receh kaya gini",,mau masuk tidak bisa minta otp dan uda masukin otp kena menit ini telkomselnya yg bapuk atau peduli lindungi yg bapuk minta jam login lagi ini mau kerja tidak bs urusin hal receh kaya gini
1301,kalau aplikasi vital jangan pakai yang abal2. sering eror lokasi suka gak update. hari ini malah logout sendiri gak bisa login lagi,,kalau aplikasi vital jangan pakai yang sering error lokasi suka tidak update hari ini malah logout sendiri tidak bisa login lagi
1302,"ini gimana ya, abis update kok malah ke lempar keluar... mau login susahnya minta ampun, code otp masuknya lama bgt lebih dr 2 menit, sekalinya dpt otp eh dibilang sesi abis terus, ini kg bisa dipake aplikasinyaaaaa... jadi susah mau kemana2 ga bs dibuka ini aplikasiii...",,ini gimana ya abis update kok malah ke lempar keluar mau login susahnya minta ampun code otp masuknya lama bgt lebih dr menit sekalinya dpt otp eh dibilang sesi abis terus ini kg bisa dipake aplikasinyaaaaa jadi susah mau tidak bs dibuka ini aplikasiii
1303,update malah jadi ngaco...,,update malah jadi ngaco
1304,i tried to login after i install the new update but when i trying to put the verification code it always takes more than 2 minutes while my internet connection are fine and full! and i tried until it says that i have to login again in 3 hours. this is so irritating!,,i tried to login after i install the new update but when i trying to put the verification code it always takes more than minutes while my internet connection are fine and full and i tried until it says that i have to login again in hours this is so irritating
1305,"waktu mau check in ada tulisan your session has timeout, lalu keluar dari akun. waktu mau log in lagi tidak bisa",,waktu mau check in ada tulisan your session has timeout lalu keluar dari akun waktu mau log in lagi tidak bisa
1306,tiba2 aplikasi end session pas sudah login di end session lagi. tolong ini kenapa ya? saya mau masuk kantor jadi susah,,aplikasi end session pas sudah login di end session lagi tolong ini kenapa ya saya mau masuk kantor jadi susah
1307,"selain auto check out ternyata auto log out juga. uda coba login berkali2, begitu kelar login 1 detik kemudian muncul ""sesi anda sudah habis silahkan log in kembali""",,selain auto check out ternyata auto log out juga uda coba login begitu kelar login detik kemudian muncul sesi anda sudah habis silahkan log in kembali
1308,ini aplikasi setelah diupdate dengan versi terbaru yg ada di googleplay malah saya tidak bisa masuk.. stukk di screen persetujuan term & condition.. tidak bisa scroll ke bawah.. tolong solusinya segera.. terima kasih..,,ini aplikasi setelah diupdate dengan versi terbaru yg ada di googleplay malah saya tidak bisa stukk di screen persetujuan term tidak bisa scroll ke tolong solusinya terimakasih
1309,"app aneh, disitu dibutuhuin disitu gabisa login dll. harus update terus",,app aneh disitu dibutuhuin disitu tidakbisa login dll harus update terus
1310,"ini aplikasi kenapa sih, kirim otp error sekalinya bisa disuruh login ulang terus, nyusahin..🤬",,ini aplikasi kenapa sih kirim otp error sekalinya bisa disuruh login ulang terus
1311,"hari ini peduli saya tiba2 error dan dapat instruksi harus login ulang,setelah mengkuti instruksi ttp gk bs.sdh input otp berkali-kali tetap error.saya coba login lagi tetap gak bs dan baru bisa login 3 jam lagi",,hari ini peduli saya error dan dapat instruksi harus login ulang setelah mengkuti instruksi ttp tidak input otp tetap coba login lagi tetap tidak bs dan baru bisa login jam lagi
1312,bug session expired,,bug session expired
1313,"update yang barunya jelek banget, susah login tapi gampang ke logout. verifikasi kode otp nya juga lama banget, masih lebih bagus versi sebelumnya. tolong diperbaiki.",,update yang barunya jelek banget susah login tapi gampang ke logout verifikasi kode otp nya juga lama banget masih lebih bagus versi sebelumnya tolong diperbaiki
1314,aplikasi paraaaah....setelah update disuruh login lagi. kirim otp ke email lama banget. pas otp masuk sesi udah selesai dan disuruh login lagi. lama lagi...sesi habis lagi. sampe 5 kali login gak bisa2...disuruh nunggu lagi...ayo dong. ini aplikasi buat seluruh indonesia lho...harapan satu2nya. gak ada aplikasi lain. andalan pemerintah kok gini??,,aplikasi paraaaah update disuruh login lagi kirim otp ke email lama banget pas otp masuk sesi udah selesai dan disuruh login lagi lama lagi sesi habis lagi sampe kali login tidak disuruh nunggu lagi ayo dong ini aplikasi buat seluruh indonesia lho harapan tidak ada aplikasi lain andalan pemerintah kok gini
1315,kasih kode otp kenapa lama sekali.. buang-buang waktu,,kasih kode otp kenapa lama waktu
1316,"setelah update, gagal terus masukkin otp 5x gagal, disuruh coba lagi 3 jam kemudian mohon bantuannya",,setelah update gagal terus masukkin otp gagal disuruh coba lagi jam kemudian mohon bantuannya
1317,login via sms atau email otp nga masuk2 !,,login via sms atau email otp nga
1318,"saat benar2 dibutuhkan aplikasi ini justru sering bermasalah, suka logout sendiri sampai harus login kembali, entah apa masalahnya ... gagal login berkali2 saya pula yang harus coba 3 jam lg, bayangkan ini terjadi di bandara, tolong diperhatikan masa aplikasi sepenting ini saja sering bermasalah",,saat dibutuhkan aplikasi ini justru sering bermasalah suka logout sendiri sampai harus login kembali entah apa masalahnya gagal login saya pula yang harus coba jam lg bayangkan ini terjadi di bandara tolong diperhatikan masa aplikasi sepenting ini saja sering bermasalah
1319,"setelah di update malah log out dan tidak bisa log in lagi. sudah dicoba beberapa kali, tetapi gagal, tidak bisa login. dan jadi lambat sekali aplikasi nya. setelah dicoba beberapa kali, akhirnya bisa login, tetapi langsung logout sendiri dengan keterangan ""sesi anda telah berakhir"". tolong segera diperbaiki.",,setelah di update malah log out dan tidak bisa log in lagi sudah dicoba beberapa kali tetapi gagal tidak bisa login dan jadi lambat sekali aplikasi nya setelah dicoba beberapa kali akhirnya bisa login tetapi langsung logout sendiri dengan keterangan sesi anda telah berakhir tolong segera diperbaiki
1320,rusak tiba tiba ke logout pas login ndak dapet kode otp sama sekali sampai 5 kali seperti itu terus eh malah disuruh tunggu 3 jam app rusak!!,,rusak tiba tiba ke logout pas login ndak dapet kode otp sama sekali sampai kali seperti itu terus eh malah disuruh tunggu jam app rusak
1321,proses verifikasi jelek dan susah,,proses verifikasi jelek dan susah
1322,"jangan diupdate, malah jd ga bisa login... mending pake yg lama aja.. trus verify otp jg ga bisa, ga ada sms yg masuk.. trus dicoba dan ga ada aja sms nya, skali nya muncul tp ga bisa diverify, kan heran.. trus krn dah gagal verify 5x, disuru coba lg 3 jam kemudian, luar biasa..",,jangan diupdate malah jd tidak bisa login mending pake yg lama trus verify otp jg tidak bisa tidak ada sms yg trus dicoba dan tidak ada aja sms nya skali nya muncul tp tidak bisa diverify kan trus krn dah gagal verify disuru coba lg jam kemudian luar
1323,how many times do you need to updates????,,how many times do you need to updates
1324,too many reinputing data,,too many reinputing data
1325,"log out log out sendiri, ga bisa log in",,log out log out sendiri tidak bisa log in
1326,pake eror sesi anda telah habis lagi...dilogin ulang ga bisa,,pake error sesi anda telah habis lagi dilogin ulang tidak bisa
1327,login method sucks. failed to login 5 times cuz verification number take forever to be send and you need to wait for 3 hours ? pls think about the purpose of this apps.,,login method sucks failed to login times cuz verification number take forever to be send and you need to wait for hours pls think about the purpose of this apps
1328,"gagal login terus, habis masukin otp notif munvul sesi anda habis mohon ulang, gitu terus sampai 10 kali...",,gagal login terus habis masukin otp notif munvul sesi anda habis mohon ulang gitu terus sampai kali
1329,after update. my account sign out and can not sign in again. try re register but stuck with otp. even when open applicatin and otp code fill automatically.its always fail,,after update my account sign out and can not sign in again try re register but stuck with otp even when open applicatin and otp code fill always fail
1330,can not login using sms otp,,can not login using sms otp
1331,log in aja ga bisa.. makasih banyak yah uda ngabisin waktu orang,,log in aja tidak makasih banyak yah uda ngabisin waktu orang
1332,"apasih, kok gak masuk2 kode otp nya?",,apasih kok tidak kode otp nya
