comment,processed,baku_cleared,label_manual
gagal laku proses sulit guna kantor utk masuk kerja harus berulangkali laku bisa sukses terkadang bisa ubah gagal harus ulang padahal sudah sukses,gagal laku proses sulit guna kantor utk masuk kerja berulangkali laku bisa sukses terkadang bisa ubah gagal ulang sudah sukses,gagal laku proses sulit guna kantor masuk kerja laku bisa sukses terkadang bisa ubah gagal ulang sukses,-1
bagus,bagus,bagus,1
aplikasi rusak tidak bisa sertifikat vaksin,aplikasi rusak tidak bisa sertifikat vaksin,aplikasi rusak tidak bisa sertifikat vaksin,-1
error aplikasi maintaince atuh,error aplikasi maintaince atuh,aplikasi,-1
buruk,buruk,buruk,-1
tidak login tutup otomatis,tidak login tutup otomatis,tidak tutup otomatis,-1
aplikasi bahkan tidak buka,aplikasi tidak buka,aplikasi tidak buka,-1
scan barcode suka error tidak bisa harus ulang,scan barcode suka error tidak bisa ulang,suka tidak bisa ulang,-1
mantap,mantap,mantap,1
vaksin tp check in warna merah belum vaksin nik benar ada sertifikat jg,vaksin tp check in warna merah vaksin nik ada sertifikat jg,vaksin warna merah vaksin nik sertifikat,-1
aplikasi suka error lot,aplikasi suka error lot,aplikasi suka lot,-1
bagus,bagus,bagus,1
pernah sms utk download sertifikat namun sms link sertifikat hapus di aplikasi cuma muncul vaksin namun tak temu sertifikat tidak sinkron sms,sms utk download sertifikat sms link sertifikat hapus aplikasi muncul vaksin tak temu sertifikat tidak sinkron sms,sertifikat sertifikat hapus aplikasi muncul vaksin tak temu sertifikat tidak sinkron,-1
beberapa bahasa inggris nik terima angka nik keluar milik surat,bahasa inggris nik terima angka nik milik surat,bahasa inggris nik terima angka nik milik surat,-1
nomor hp tidak bisa daftar pedulilindungi nik sudah regitrasi,nomor hp tidak bisa daftar pedulilindungi nik regitrasi,nomor tidak bisa daftar nik,-1
terimakasih kasih atas umpan dari versi utama kena akses izin lokasi ui versi juga mudah guna,terimakasih kasih umpan versi utama kena akses izin lokasi ui versi mudah guna,kasih umpan versi utama kena akses izin lokasi versi mudah guna,1
check in susah banget selalu luar radius lokasi aktif belum masuk mau check out susah ampun untuk aktif lokasi lokasi aktif,check in susah banget luar radius lokasi aktif masuk check out susah ampun aktif lokasi lokasi aktif,susah banget luar radius lokasi aktif masuk susah ampun aktif lokasi lokasi aktif,-1
loadingnya pas update tidak update udah doqnload mas gjls well,loadingnya pas update tidak update udah doqnload mas gjls well,pas tidak mas,0
aplikasi bagus,aplikasi bagus,aplikasi bagus,1
bagus,bagus,bagus,1
tampil lebih user friendly,tampil user friendly,tampil,1
update lebih user friendly memudahkannutk cari fitur yg guna coba lihat jika error gps uodate lokasi akan lihat,update user friendly memudahkannutk cari fitur guna coba lihat error gps uodate lokasi lihat,friendly cari guna coba lihat uodate lokasi lihat,1
sertifikat vaksin tidak padahal udah vaksin kali,sertifikat vaksin tidak udah vaksin kali,sertifikat vaksin tidak vaksin kali,-1
bagus mudah guna,bagus mudah guna,bagus mudah guna,1
tidak lihat sertifikat vaksin handphone,tidak lihat sertifikat vaksin handphone,tidak lihat sertifikat vaksin,-1
aneh,aneh,aneh,-1
review hapus kenapa ya ini review asli bintang aplikasi tidak bisa buka muncul lokasi deteksi fakegps tidak nyala mock location disable coba dibenerin aplikasi gimana pakai buka aja tidak bisa,review hapus ya review asli bintang aplikasi tidak bisa buka muncul lokasi deteksi fakegps tidak nyala mock location disable coba dibenerin aplikasi gimana pakai buka aja tidak bisa,hapus review asli bintang aplikasi tidak bisa buka muncul lokasi deteksi tidak nyala coba aplikasi pakai buka aja tidak bisa,-1
sertifikat vaksin tidak bisa lihat sudah vaksinasi maret april,sertifikat vaksin tidak bisa lihat vaksinasi maret april,sertifikat vaksin tidak bisa lihat vaksinasi maret april,-1
kadang aplikasi tidak kirim kode verifikasi login error isi ehac jenis kendara pilih ubah mobil,kadang aplikasi tidak kirim kode verifikasi login error isi ehac jenis kendara pilih ubah mobil,kadang aplikasi tidak kirim kode verifikasi isi jenis kendara pilih ubah mobil,-1
nafsu,nafsu,nafsu,0
bagus,bagus,bagus,1
setting date lain ribet lambat data tidak jaga sdh vaksin pakai pcr lg useless apps,setting date ribet lambat data tidak jaga sdh vaksin pakai pcr lg useless apps,ribet lambat data tidak jaga vaksin pakai apps,-1
tanya min android tidak bisa pakai pedulilindungi,min android tidak bisa pakai pedulilindungi,min tidak bisa pakai,-1
vaksin sertif merah call center tidak bisa hubung trus gimana,vaksin sertif merah call center tidak bisa hubung trus gimana,vaksin merah tidak bisa hubung,-1
tampil trbaru simple lebih bagus scan gampang,tampil trbaru simple bagus scan gampang,tampil bagus gampang,1
sampah tidak bisa login dah baca ampe khatam tetep tidak bisa,sampah tidak bisa login dah baca ampe khatam tetep tidak bisa,sampah tidak bisa dah baca ampe khatam tidak bisa,-1
mohon maaf belum nya hasil test pcr tidak muncul apk peduli lindung klinik sudah daftar lab nya pas cek kali alami macam belum nya saya tidak perna alami saya laku terbang selalu test pcr untuk kali kenapa tidak muncil apk peduli lindung sistem klinik nya dri sistem peduli lindung nya server kena inputan dari lab peduli lindung,mohon maaf nya hasil test pcr tidak muncul apk peduli lindung klinik daftar lab nya pas cek kali alami belum nya tidak perna alami laku terbang test pcr kali tidak muncil apk peduli lindung sistem klinik nya dri sistem peduli lindung nya server kena inputan lab peduli lindung,mohon maaf hasil tidak muncul peduli lindung klinik daftar lab pas cek kali alami tidak alami laku terbang pcr kali tidak peduli lindung sistem klinik sistem peduli lindung server kena lab peduli lindung,-1
tidak bisa check out tidak bisa tpt tolong baik,tidak bisa check out tidak bisa tpt tolong baik,tidak bisa tidak bisa tolong baik,-1
aplikasi buruk,aplikasi buruk,aplikasi buruk,-1
tolong donk update bisa buka android terimakasih kasih,tolong donk update bisa buka android terimakasih kasih,tolong bisa buka kasih,-1
gimana sih ya download versi aplikasi malah tidak bisa buka hp sy coba uninstall trus install ulang tetep stuck menu terms condition abis mental kembali layar home duh tau gin gausah update deh please response nya gimana hambat kerja ini aplikasi,gimana sih ya download versi aplikasi tidak bisa buka hp sy coba uninstall trus install ulang tetep stuck menu terms condition abis mental layar home duh tau gin gausah update deh please response nya gimana hambat kerja aplikasi,sih versi aplikasi tidak bisa buka coba ulang menu abis mental layar duh tau gin deh gimana hambat kerja aplikasi,-1
anda jalan latar saya,jalan latar,jalan latar,0
susah,susah,susah,-1
jelek aplikasi check in check out banyak error nya lemoott woiii,jelek aplikasi check in check out error nya lemoott woiii,jelek aplikasi out lemoott,-1
upeate nya banyak trouble,upeate nya trouble,trouble,-1
ngebug malah bikin kalau bisa aktif checkout otomatis nya jadi tidak check out manual,ngebug bikin bisa aktif checkout otomatis nya tidak check out manual,bikin bisa aktif otomatis tidak manual,-1
guna banyak dan,guna dan,guna,1
banyak bugs lokasi seringkali tidak akurat sebab tidak bisa check in masuk yang tuju,bugs lokasi seringkali tidak akurat tidak bisa check in masuk tuju,lokasi tidak akurat tidak bisa masuk tuju,-1
bagus,bagus,bagus,1
terimakasih info,terimakasih info,info,1
suweeee verifikasi laku,suweeee verifikasi laku,verifikasi laku,0
lot bener,lot bener,lot,-1
coba unduh selalu jebak,coba unduh jebak,coba unduh jebak,-1
mulu aja tidak gua check in scan barcode silah tunggu speed gua kenceng gua check out gps meleset mulu tidak bisa check in check out jadi ui amat aman identitas dll kurang apa aplikasi,mulu aja tidak gua check in scan barcode silah tunggu speed gua kenceng gua check out gps meleset mulu tidak bisa check in check out ui aman identitas dll apa aplikasi,aja tidak gua barcode silah tunggu gua kenceng gua meleset tidak bisa out aman identitas aplikasi,-1
bintang aplikasi macet layar splash terimakasih kasih tuhan izin lokasi baik,bintang aplikasi macet layar splash terimakasih kasih tuhan izin lokasi baik,bintang aplikasi macet layar kasih tuhan izin lokasi baik,1
update data hilang jarus dr lagi,update data hilang jarus dr,data hilang,-1
apk peka,apk peka,peka,0
oke,oke,oke,1
tolong itu mudah,tolong mudah,tolong mudah,-1
sertifikat tidak muncul,sertifikat tidak muncul,sertifikat tidak muncul,-1
top free paksa downloadnya,top free paksa downloadnya,top paksa,0
kalo udah login beda tidak logout tidak bisa login,kalo udah login beda tidak logout tidak bisa login,kalo beda tidak tidak bisa,-1
aplikasi hebat,aplikasi hebat,aplikasi hebat,1
sertifikat vaksin saya tidak muncul,sertifikat vaksin tidak muncul,sertifikat vaksin tidak muncul,-1
maaf aplikasi tidak bisa d buka ya,maaf aplikasi tidak bisa d buka ya,maaf aplikasi tidak bisa buka,-1
checkout tempat error force close mohon cek,checkout error force close mohon cek,force mohon cek,-1
nik kartu vaksin ktp beda registrasi vaksin guna copy ktp sekarang tidak bisa check in mall lokasi kerja masuk area mall,nik kartu vaksin ktp beda registrasi vaksin guna copy ktp tidak bisa check in mall lokasi kerja masuk area mall,nik kartu vaksin beda registrasi vaksin guna tidak bisa lokasi kerja masuk area,-1
bantu mudah guna,bantu mudah guna,bantu mudah guna,1
kode otp tunda saja kedaluwarsa sayang sudah vaksin aplikasi tidak data sistem sucks tulis layan langgan tidak dapat balas solusi pun,kode otp tunda kedaluwarsa sayang vaksin aplikasi tidak data sistem sucks tulis layan langgan tidak balas solusi,kode tunda kedaluwarsa sayang vaksin aplikasi tidak data sistem tulis layan langgan tidak balas solusi,-1
anak belum vaksinasi sertifikat vaksin untuk sinovac peduli lindung aman data apa dia tidak bisa daftar vaksin pfizernya ini telepon call center kali tidak tubuh dapat jawab dan solusi makna kecewa catat tidak jawab beberapa upaya,anak vaksinasi sertifikat vaksin sinovac peduli lindung aman data dia tidak bisa daftar vaksin pfizernya telepon call center kali tidak tubuh solusi makna kecewa catat tidak jawab beberapa upaya,anak vaksinasi sertifikat vaksin peduli lindung aman data tidak bisa daftar vaksin telepon kali tidak tubuh solusi makna kecewa catat tidak beberapa upaya,-1
aplikasi anzing,aplikasi anzing,aplikasi,0
dakjal haram yg saranin wajib dibully menuhinruangan,dakjal haram saranin wajib dibully menuhinruangan,haram wajib,0
versi baru sudah lebih baik versi beberapa baik homescreen user profile flow user menu pisah wni dgn wna good job,versi sudah baik versi baik homescreen user profile flow user menu pisah wni dgn wna good job,versi baik versi baik user menu pisah good,1
tidak bisa login tampil awal tidak bisa,tidak bisa login tampil tidak bisa,tidak bisa tampil tidak bisa,-1
salah data terus tidak bisa baca barcode masuk mall lokasi,salah data tidak bisa baca barcode masuk mall lokasi,salah data tidak bisa baca masuk lokasi,-1
aplikasi paksa wajib pakai pelosok kampung lambat bahkan sampai tak bisa di akses,aplikasi paksa wajib pakai pelosok kampung lambat sampai tak bisa akses,aplikasi paksa wajib pakai pelosok kampung lambat tak bisa akses,-1
aplikasi buruk pernah guna tutup jeda bug lama pindai kode batang aplikasi,aplikasi buruk guna tutup jeda bug pindai kode batang aplikasi,aplikasi buruk guna tutup jeda pindai kode batang aplikasi,-1
mau scan lokasi masuk gagal,scan lokasi masuk gagal,lokasi masuk gagal,-1
regis keras tidak guna tidak tanggap,regis keras tidak guna tidak tanggap,keras tidak guna tidak tanggap,-1
tidak bisa login layar ui nya tidak uset friendly,tidak bisa login layar ui nya tidak uset friendly,tidak bisa layar tidak,-1
tidak bisa d pakai d hp vivo,tidak bisa d pakai d hp vivo,tidak bisa pakai,-1
mudah belum,mudah,mudah,1
oke mayas ngeredin,oke mayas ngeredin,oke mayas,0
aplikasi baru sebal coz tidak bisa pindai kode batang,aplikasi sebal coz tidak bisa pindai kode batang,aplikasi sebal tidak bisa pindai kode batang,-1
sekali error akan scan qr code tempat dan lambat,error scan qr code dan lambat,scan dan lambat,-1
instal kali kali ttp aj tidak bisa buka samsung galaxy daftar doank abis aplikasi has stopped,instal kali kali ttp aj tidak bisa buka samsung galaxy daftar doank abis aplikasi has stopped,kali kali tidak bisa buka daftar abis aplikasi has,-1
laman bijak privasi tidak bisa discroll sekali,laman bijak privasi tidak bisa discroll,laman bijak privasi tidak bisa,-1
kali kali ganti gender udah save ttp aja muncul nya tidak sesuai vehicle type otomatis car ganti moda transportasi eh tidak bisa apa harus tulis car aja pesawat biar bisa submit ehac gender saya jadi tidak sesuai jg hadeh,kali kali ganti gender udah save ttp aja muncul nya tidak sesuai vehicle type otomatis car ganti moda transportasi eh tidak bisa harus tulis car aja pesawat biar bisa submit ehac gender jadi tidak sesuai jg hadeh,kali kali ganti gender aja muncul tidak sesuai otomatis ganti transportasi tidak bisa tulis aja pesawat biar bisa gender tidak sesuai,-1
tampil bagus yg versi nya nyesel update versi,tampil bagus versi nya nyesel update versi,tampil bagus versi versi,0
aplikasi sampah pls baik ganggu,aplikasi sampah pls baik ganggu,aplikasi sampah baik ganggu,-1
aplikasi rugi salah perintah tidak input data masyarakat rugi tidak bisa krn data tidak di aplikasi sy mall tidak dibolehkn msk alsnnya data tidak di aplikasi pdhal sy sdh vaksin sertifikat sy email pdli lin tp smpi skrg data ttp lama data sy tidak diinput tugas lama sy tidak bisa,aplikasi rugi salah perintah tidak input data masyarakat rugi tidak bisa data tidak aplikasi sy mall tidak dibolehkn msk alsnnya data tidak aplikasi pdhal sy sdh vaksin sertifikat sy email pdli lin tp smpi skrg data ttp data sy tidak diinput tugas sy tidak bisa,aplikasi rugi salah perintah tidak data masyarakat rugi tidak bisa data tidak aplikasi tidak data tidak aplikasi vaksin sertifikat email lin data data tidak tugas sy tidak bisa,-1
sampah,sampah,sampah,-1
aplikasi perfect buat bisa mencaritahu zona yang kunjung aman tidak pedulilindungi sedia passport digital sertifikat vaksin registrasi vaksin saya rasa bantu aplikasi request saya sudah tangan updatenya hasil baik terimakasih pedulilindungi,aplikasi perfect bisa mencaritahu zona kunjung aman tidak pedulilindungi sedia passport digital sertifikat vaksin registrasi vaksin rasa bantu aplikasi request sudah tangan updatenya hasil baik terimakasih pedulilindungi,aplikasi bisa zona kunjung aman tidak sedia digital sertifikat vaksin registrasi vaksin bantu aplikasi tangan hasil baik,1
error aplikasi crash udah location restart hp aplikasi tidak ngaruh,error aplikasi crash udah location restart hp aplikasi tidak ngaruh,aplikasi restart aplikasi tidak,-1
lokasi deteksi lambat,lokasi deteksi lambat,lokasi deteksi lambat,-1
kerja baik tidak lihat sertifikat vaksin itu bahwa saya sudah vaksinasi kali saya tidak lihat sertifikat harap baik,kerja baik tidak lihat sertifikat vaksin bahwa sudah vaksinasi kali tidak lihat sertifikat harap baik,kerja baik tidak lihat sertifikat vaksin sudah vaksinasi kali tidak lihat sertifikat harap baik,0
tidak bisa lihat tombol tuju,tidak bisa lihat tombol tuju,tidak bisa lihat tombol tuju,-1
sertifikat vaksin tidak bisa lihat input nik nama muncul tulis vaksin tapi tidak bisa continue saat klik sertifikat vaksin langsung arah page kosong sertifikat vaksin tidak bisa klik lagi,sertifikat vaksin tidak bisa lihat input nik nama muncul tulis vaksin tidak bisa continue klik sertifikat vaksin langsung arah page kosong sertifikat vaksin tidak bisa klik,sertifikat vaksin tidak bisa lihat nik nama muncul tulis vaksin tidak bisa klik sertifikat vaksin langsung arah kosong sertifikat vaksin tidak bisa klik,-1
bagus,bagus,bagus,1
update malah tidak bisa buka after new application ca fix noted tidak orang milik financial beli handphone kejar android agar aplikasi bisa untuk sulit android yg,update tidak bisa buka after new application ca fix noted tidak orang milik financial beli handphone kejar android aplikasi bisa sulit android,tidak bisa buka ca tidak orang milik beli kejar aplikasi bisa sulit,-1
tidak muas,tidak muas,tidak muas,-1
error tross gua masuk mall gimana,error tross gua masuk mall gimana,gua masuk,-1
fitur lengkap ada fitur utk hapus akun ada akun yg dobel app bisa guna utk keluarga tidak tiap anggota keluarga scan,fitur lengkap fitur utk hapus akun akun dobel app bisa guna utk keluarga tidak anggota keluarga scan,lengkap hapus akun akun dobel bisa guna keluarga tidak anggota keluarga,-1
otp tidak kirim,otp tidak kirim,tidak kirim,-1
saat vaksin dan dua salah masuk nomer hp saat daftar applikasi tidak bisa lihat sertifikat vaksin,vaksin dua salah masuk nomer hp daftar applikasi tidak bisa lihat sertifikat vaksin,vaksin salah masuk daftar tidak bisa lihat sertifikat vaksin,0
oke,oke,oke,1
hampir sejak vaksin dan belum sertifikat vaksin tolong baik,sejak vaksin belum sertifikat vaksin tolong baik,vaksin sertifikat vaksin tolong baik,-1
namany aplikasi mariberkomedi pedulilindungi versi susah versi susah biarin aj deh ya tidak biar anggap huni mall hahaha sih gps kan yang sedia qr untuk scan masuk bisa lengkap data lokasi untuk orang lokasi masa iya orang jakarta bisa mall surabaya kalo tidak di lokasi,namany aplikasi mariberkomedi pedulilindungi versi susah versi susah biarin aj deh ya tidak biar anggap huni mall hahaha sih gps yang sedia qr scan masuk bisa lengkap data lokasi orang lokasi iya orang jakarta bisa mall surabaya kalo tidak lokasi,aplikasi versi susah versi susah deh tidak biar anggap huni sih sedia masuk bisa lengkap data lokasi orang lokasi iya orang bisa kalo tidak lokasi,0
gagal checkin semua sdh gps nyala sdh versi kuota tpi msh susah checkin,gagal checkin sdh gps nyala sdh versi kuota tpi msh susah checkin,gagal gps nyala versi kuota susah,-1
tidak nomor nik nik salah baru meski milik sertifikat vaksinasi dua vaksin aplikasi ini tunjuk status merah yang tidak pasuk maksud jika tidak baru nom nik aplikasi untuk tegak aplikasi untuk pasuk,tidak nomor nik nik salah meski milik sertifikat vaksinasi vaksin aplikasi tunjuk status merah tidak pasuk maksud tidak nom nik aplikasi tegak aplikasi pasuk,tidak nomor nik nik salah milik sertifikat vaksinasi vaksin aplikasi status merah tidak pasuk maksud tidak nik aplikasi tegak aplikasi pasuk,-1
kyknya performa servernya resource deh ganggu pas jam checkout gagal ui icon tolong ganti warna colok bikin pusing mata,kyknya performa servernya resource deh ganggu pas jam checkout gagal ui icon tolong ganti warna colok bikin pusing mata,performa deh ganggu pas jam gagal tolong ganti warna colok bikin pusing mata,-1
error gagal check in,error gagal check in,gagal,-1
burukk udah vaksin tidak valid pas masukin sertivikat vaksin,burukk udah vaksin tidak valid pas masukin sertivikat vaksin,vaksin tidak valid pas vaksin,-1
busuk loadingnya,busuk loadingnya,busuk,-1
selamat di orde dunia budak,selamat orde dunia budak,selamat orde dunia budak,0
aplikasi bisa fungsi baik,aplikasi bisa fungsi baik,aplikasi bisa fungsi baik,1
ada alternatif vaksin tempat jadwal tidak sedia layan,alternatif vaksin jadwal tidak sedia layan,alternatif vaksin jadwal tidak sedia layan,0
update skrg tidak bisa masuk apk pedulilindungi notif error bagaimana kemenkes update utk sempurna kok rusak yg ada mgk baik ulang bbrp kali sblm dilaunch update nya,update skrg tidak bisa masuk apk pedulilindungi notif error kemenkes update utk sempurna rusak ada mgk baik ulang bbrp kali sblm dilaunch update nya,tidak bisa masuk error utk sempurna rusak baik ulang kali nya,-1
ayo laporin aplikasi selalu on background selalu on gps tracking lokasi ijin,ayo laporin aplikasi on background on gps tracking lokasi ijin,ayo aplikasi on lokasi,-1
otpnya tidak,otpnya tidak,tidak,-1
aplikasi enak pakai tampil tarik,aplikasi enak pakai tampil tarik,aplikasi enak pakai tampil tarik,1
boros baterai,boros baterai,boros baterai,-1
mau masuk aplikasi henti halaman bijak privasi ya sudah centang nyata tuju bijak privasi update sudah reinstall aplikasi tetap henti halaman bijak privasi,masuk aplikasi henti halaman bijak privasi ya centang nyata tuju bijak privasi update reinstall aplikasi henti halaman bijak privasi,masuk aplikasi henti halaman bijak privasi centang nyata tuju bijak privasi aplikasi henti halaman bijak privasi,-1
buat ehac pilih airplaine ubah car,ehac pilih airplaine ubah car,pilih ubah,-1
apdet teu bisa buka,apdet teu bisa buka,bisa buka,0
gimana tidak bisa checkout otomatis jam lupa checkout hari,gimana tidak bisa checkout otomatis jam lupa checkout,tidak bisa otomatis jam lupa,0
updated malah bikin antem dgn security kantor mall tulis qt out of range tidak bisa cekin securitynya bener kalo tidak bisa cekin tidak kasih masuk terus bagaimana,updated bikin antem dgn security kantor mall tulis qt out of range tidak bisa cekin securitynya bener kalo tidak bisa cekin tidak kasih masuk bagaimana,bikin antem kantor tulis range tidak bisa kalo tidak bisa tidak kasih masuk,-1
tidak tidak tidak tidak,tidak tidak tidak tidak,tidak tidak tidak tidak,-1
baik,baik,baik,1
tidak check out,tidak check out,tidak,-1
aplikasi parah masuk menu udah langsung kalo suruh pakai android os kenapa harus ada aplikasi jangan sulit,aplikasi parah masuk menu udah langsung kalo suruh pakai android os harus aplikasi sulit,aplikasi parah masuk menu langsung kalo suruh pakai harus aplikasi sulit,-1
wow tingkat aktual aplikasi perlu akses gps saat hanya butuh izin lokasi aplikasi di latar bagus ui bisa gelegar guna versi lebih tetapi saya aplikasi lebih responsif kurang macet belum akses catat vaksinasi sederhana kerja bagus,wow tingkat aktual aplikasi akses gps hanya butuh izin lokasi aplikasi latar bagus ui bisa gelegar guna versi tetapi aplikasi responsif macet akses catat vaksinasi sederhana kerja bagus,tingkat aktual aplikasi akses butuh izin lokasi aplikasi latar bagus bisa gelegar guna versi aplikasi responsif macet akses catat vaksinasi sederhana kerja bagus,1
submenus di bahasa indonesia apa guna pilih bahasa inggris aplikasi masih beranta butuh revamp total,submenus bahasa indonesia guna pilih bahasa inggris aplikasi beranta butuh revamp total,bahasa indonesia guna pilih bahasa inggris aplikasi beranta butuh total,-1
daftar ke kemenkes lama tuju vaksinasi di singapura,daftar kemenkes tuju vaksinasi singapura,daftar tuju vaksinasi,-1
baik vaksinasi test langsung hasil saran baik akan tinggal lokasi pemberitahuan ketuk tombol dari lokasi belum dan lupa scan,baik vaksinasi test langsung hasil saran baik tinggal lokasi pemberitahuan ketuk tombol lokasi dan lupa scan,baik vaksinasi langsung hasil saran baik tinggal lokasi ketuk tombol lokasi lupa,0
indonesia butuh orang jujur stop tas tes fafifu sudah vaksin suruh test pcr bayar pergi aneh buat sertifikat vaksin,indonesia butuh orang jujur stop tas tes fafifu vaksin suruh test pcr bayar pergi aneh sertifikat vaksin,indonesia butuh orang jujur stop tas tes vaksin suruh bayar pergi aneh sertifikat vaksin,-1
nik masuk berulangkali tidak bisa input nomor handphone isi ehac crash unggah attachment hasil test,nik masuk berulangkali tidak bisa input nomor handphone isi ehac crash unggah attachment hasil test,nik masuk tidak bisa nomor isi unggah hasil,-1
gimana brulang x donlot tidak bisa buka aplikasi y stuck syarat tentu tolong donk baik biar smua rakyat indonesia bisa akses mudah,gimana brulang x donlot tidak bisa buka aplikasi y stuck syarat tolong donk baik biar smua rakyat indonesia bisa akses mudah,donlot tidak bisa buka aplikasi syarat tolong baik biar rakyat indonesia bisa akses mudah,-1
ini tidak bisa masuk peduli lindung hape fujitsu,tidak bisa masuk peduli lindung hape fujitsu,tidak bisa masuk peduli lindung,-1
bantu,bantu,bantu,1
ribet aplikasi praktis ditandatangani verifikasi sek sekarang hemat ben data wen iso buka selamat di aplikasi jano xg pie pi aplikasi,ribet aplikasi praktis ditandatangani verifikasi sek hemat ben data wen iso buka selamat aplikasi jano xg pie pi aplikasi,aplikasi praktis verifikasi sek hemat data buka selamat aplikasi pi aplikasi,0
tolong kan aplikasi bagus mobilisasi tracking atur jalan tidak update rakyat bingung syarat atur jalan ubah rubah update regulasi jalan tidak akomodasi aplikasi sini new but,tolong aplikasi bagus mobilisasi tracking atur jalan tidak update rakyat bingung syarat atur jalan ubah rubah update regulasi jalan tidak akomodasi aplikasi new but,tolong aplikasi bagus mobilisasi atur jalan tidak rakyat bingung syarat atur jalan ubah rubah regulasi jalan tidak akomodasi aplikasi,-1
oke,oke,oke,1
tidak cocok layar huawei tidak bisa klik tombol saya tuju pilih warga negara indonesia,tidak cocok layar huawei tidak bisa klik tombol tuju pilih warga negara indonesia,tidak cocok layar tidak bisa klik tombol tuju pilih warga negara indonesia,-1
telah coba dari isi info guna aplikasi tetapi macet kali coba unggah hasil tes pcr dalam format pdf sila periksa baru aplikasi asap saya tidak masalah darat jakarta besok terimakasih kasih,coba isi info guna aplikasi macet kali coba unggah hasil tes pcr format pdf sila periksa aplikasi asap tidak darat jakarta besok terimakasih kasih,coba isi info guna aplikasi macet kali coba unggah hasil tes format sila periksa aplikasi asap tidak darat besok kasih,-1
diupdate tidak bisa buka pedulilindungi has stoppes working,diupdate tidak bisa buka pedulilindungi has stoppes working,tidak bisa buka has,-1
gimana sih tidak bisa daftar login aplikasi tidak guna tp dipake gajelas aplikasi bener klo emg dipake orang,gimana sih tidak bisa daftar login aplikasi tidak guna tp dipake gajelas aplikasi bener klo emg dipake orang,sih tidak bisa daftar aplikasi tidak guna aplikasi dipake orang,-1
account peduli lindung lupa checkout sekarang tidak bisa checkout jam tidak tereset otomatis coba hubungin call center email tera app tidak direspon harus hubung mana ya kalo gin,account peduli lindung lupa checkout tidak bisa checkout jam tidak tereset otomatis coba hubungin call center email tera app tidak direspon hubung ya kalo gin,peduli lindung lupa tidak bisa jam tidak otomatis coba email tera tidak hubung kalo gin,-1
tampil app peduli lindung beda sy instal bisa,tampil app peduli lindung beda sy instal bisa,tampil peduli lindung beda bisa,0
tidak bisa check out bugnya,tidak bisa check out bugnya,tidak bisa,-1
coba aplikasi tidak bisa masuk tidak kemudian kata sayang pedulilindungi henti saya coba segar ponsel saya tetapi saya masih tidak bisa buka tolong baik,coba aplikasi tidak bisa masuk tidak kata sayang pedulilindungi henti coba segar ponsel tetapi masih tidak bisa buka tolong baik,coba aplikasi tidak bisa masuk tidak sayang henti coba segar saya tidak bisa buka tolong baik,-1
tidak pindai,tidak pindai,tidak pindai,-1
halo kita tidak lihat id opsi android pilih id guna vaksinasi aplikasi iphone peduli,halo tidak lihat id opsi android pilih id guna vaksinasi aplikasi iphone peduli,halo tidak lihat opsi pilih guna vaksinasi aplikasi peduli,-1
aplikasi tempe,aplikasi tempe,aplikasi tempe,0
baru tidak hubung aplikasi,tidak hubung aplikasi,tidak hubung aplikasi,-1
bagus,bagus,bagus,1
data tidak update,data tidak update,data tidak,-1
tidak otomatis check out tidak tombol periksa manual apa harus laku kita lupa periksa tidak periksa barcode aplikasi,tidak otomatis check out tidak tombol periksa manual harus laku lupa periksa tidak periksa barcode aplikasi,tidak otomatis tidak tombol periksa manual laku lupa periksa tidak periksa aplikasi,-1
tidak tombol,tidak tombol,tidak tombol,0
aplikasi hebat,aplikasi hebat,aplikasi hebat,1
apk sekarang ribet y mudah yg kmrn,apk ribet y mudah kmrn,y mudah,-1
email cert vaksin tuju sudah periksa hari hari halaman aplikasi masih kosong itu kerja orang asing plus laku tes pcr tunjuk hasil aplikasi,email cert vaksin tuju periksa hari halaman aplikasi kosong kerja orang asing plus laku tes pcr hasil aplikasi,email vaksin tuju periksa halaman aplikasi kosong kerja orang asing plus laku tes hasil aplikasi,-1
tidak bisa buka abis update,tidak bisa buka abis update,tidak bisa buka abis,-1
tidak bisa pakai susah pake app check in tulis deteksi lokasi padahal tidak pake fake gps nyalain lokasi buat lain sampe udah reset hpnya tidak bisa udah email pedulilindungi tidak respon,tidak bisa pakai susah pake app check in tulis deteksi lokasi tidak pake fake gps nyalain lokasi lain sampe udah reset hpnya tidak bisa udah email pedulilindungi tidak respon,tidak bisa pakai susah in tulis deteksi lokasi tidak nyalain lokasi hpnya tidak bisa email tidak,-1
freakin bahkan tidak bisa masuk yang hindar,freakin tidak bisa masuk hindar,tidak bisa masuk hindar,0
manfaat pergi indonesia,manfaat pergi indonesia,manfaat pergi indonesia,1
abis update check out force close,abis update check out force close,abis force,-1
tidak bisa login,tidak bisa login,tidak bisa,-1
aplikasi sekrup masuk lokasi tidak untuk coneact jirrrrr,aplikasi sekrup masuk lokasi tidak coneact jirrrrr,aplikasi sekrup masuk lokasi tidak,0
tidak bisa checkout,tidak bisa checkout,tidak bisa,-1
cape comppain sini ha tanggap buruk pernah,cape comppain ha tanggap buruk,cape tanggap buruk,-1
