comment,processed,label_manual
sertifikat vaksin muncul jga pdhal dah vaksin tolong d bantu,surat_sertifikat vaksin lahir_terbit_keluar_hidup_timbul_muncul jga pdhal dah vaksin tolong_bantu d angkat_bantu_beri_tolong_dukung,-1
oke,oke_ya,1
udah vaksin ko data sertipikat belum padahal udah,udah vaksin ko data_statistik_informasi_fakta_bukti sertipikat padahal udah,-1
bagus,baik_bagus_keren,1
izin vaksin tgl kemaren waktu data no hp kirim vaksin guna nomor lama sdh tidak aktif teman lain link sertifikat yg kirim sms belum sms jadi cara link sertifikat tanda sdh vaksin nanya operator tempat vaksin sdh sistem tidak bisa meubah coba cari aplikasi peduli lindung saja saya isi data di peduli lindung tidak dapat sertifikat terimakasih kasih jawab,izin vaksin tgl kemaren data_statistik_informasi_fakta_bukti no hp kirim vaksin manfaat_guna_bagi_fungsi_untuk_buat nomor_angka kedaluwarsa_periode_tempo_lama_lambat_lelet sdh tak_tidak_kagak sibuk_dinamis_giat_rajin_aktif kawan_teman beda_asing_lain link surat_sertifikat kirim sms sms cara_sistem_ikhtiar_usaha link surat_sertifikat kode_logo_tanda_kualitas_alamat_bukti_sinyal sdh vaksin nanya operator vaksin sdh sistem_orde tak_tidak_kagak bisa_sanggup_dapat meubah kalau_coba_jika cari operasi_aplikasi tahu_peduli lindung saya_kami daya_isi data_statistik_informasi_fakta_bukti tahu_peduli lindung tak_tidak_kagak surat_sertifikat terimakasih bagi_cinta_sayang_beri_kasih_prihatin,0
beri data update kait situasi kondisi dlm tangan,data_statistik_informasi_fakta_bukti update kait kondisi_posisi_situasi_status situasi_status_kondisi dlm tangan,1
sangat bantu,angkat_bantu_beri_tolong_dukung,1
joss mantap,joss percaya_aman_kuat_mantap,1
enak ribetnya,nikmat_enak_segar ribetnya,0
bagus informasi lengkap,baik_bagus_keren fakta_berita_informasi_data penuh_sempurna_besar_lengkap,1
aplikasi,operasi_aplikasi,1
oke,oke_ya,1
bagus,baik_bagus_keren,1
aplikasi nya bagus,operasi_aplikasi nya baik_bagus_keren,1
tidak bisa isi kolom tanggal lahir,tak_tidak_kagak bisa_sanggup_dapat daya_isi kolom tanggal_bulan_hari lahir_keluar_timbul_jadi_muncul,-1
bagus,baik_bagus_keren,1
aplikasi mudah guna bantu utk kategori zona covid ada suatu wilayah peduli utk prokes tahu status vaksin tips cegah sebar covid,operasi_aplikasi sederhana_agar_gampang_mudah_ringan_lancar manfaat_guna_bagi_fungsi_untuk_buat angkat_bantu_beri_tolong_dukung utk kategori_kelas_jenis wilayah_tempat_area_daerah_alam_zona covid suatu negeri_wilayah_area_daerah_alam_zona tahu_peduli utk prokes nama_status_kualitas_situasi_posisi_kelas vaksin tips cegah sebar_bagi_kirim covid,1
siip daah,siip daah,1
mantap,percaya_aman_kuat_mantap,1
oke,oke_ya,1
bantu,angkat_bantu_beri_tolong_dukung,1
ok banget,ok banget,1
guna baik,manfaat_guna_bagi_fungsi_untuk_buat ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,1
maksimal info,mentok_maksimal info,1
masuk aplikasi aga susah,masuk_kena_turun_sampai operasi_aplikasi aga berat_repot_sulit_payah_susah,-1
aplikasi bantu lihat update data satu wilayah,operasi_aplikasi angkat_bantu_beri_tolong_dukung tentang_pantau_lihat_temu_kunjung update data_statistik_informasi_fakta_bukti negeri_wilayah_area_daerah_alam_zona,1
mantap,percaya_aman_kuat_mantap,1
moga bantu,moga_agar angkat_bantu_beri_tolong_dukung,1
mantap,percaya_aman_kuat_mantap,1
bantu,angkat_bantu_beri_tolong_dukung,1
alhamdulillah sertifikat,alhamdulillah surat_sertifikat,1
oke,oke_ya,1
sudah vaksin copid tgl juni,vaksin copid tgl juni,0
mantap,percaya_aman_kuat_mantap,1
aplikasi aplikasi tanya baru aj,operasi_aplikasi operasi_aplikasi aktual_mutakhir_baru_segar aj,0
guna,manfaat_guna_bagi_fungsi_untuk_buat,1
bagus,baik_bagus_keren,1
bagus,baik_bagus_keren,1
oke,oke_ya,1
bantu,angkat_bantu_beri_tolong_dukung,1
serfikat seharisetelah vaksin mantap,serfikat seharisetelah vaksin percaya_aman_kuat_mantap,1
bantu,angkat_bantu_beri_tolong_dukung,1
oke,oke_ya,1
bagus bantu,baik_bagus_keren angkat_bantu_beri_tolong_dukung,1
alhamdulillah sertifikat kirim telpon langsung di proses saat juga sertifikat langsung muncul tidak nyampe terimakasih kasiih,alhamdulillah surat_sertifikat kirim telpon langsung cara_mode_jalan_proses_operasi_sistem saja_lagi_lumayan_pun_juga surat_sertifikat langsung lahir_terbit_keluar_hidup_timbul_muncul tak_tidak_kagak nyampe terimakasih kasiih,1
bagus bantu banget,baik_bagus_keren angkat_bantu_beri_tolong_dukung sungguh_betul_sekali_banget_begitu_sangat,1
tolong baik kalo ada email akun x tolong beritahukan email pakai email ada akun sertifikat akun x akun z tidak bisa tolong baharu,tolong_bantu ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak kalo email akun x tolong_bantu beritahukan email pakai email akun surat_sertifikat akun x akun z tak_tidak_kagak bisa_sanggup_dapat tolong_bantu baharu,0
vaksin anda lambat,vaksin payah_lama_lambat_lelet_idiot,0
saya tidak bisa akun ya,tak_tidak_kagak bisa_sanggup_dapat akun sungguh_betul_ya_iya_oke,0
mantap,percaya_aman_kuat_mantap,1
mantap,percaya_aman_kuat_mantap,1
sngtt bgusss jouu,sngtt bgusss jouu,1
tampil ok bisa daftar sedia faskes yg sedia,tampil_maju ok bisa_sanggup_dapat jadwal_register_daftar selesai_sedia faskes selesai_sedia,0
vaksin insya allah sehat,vaksin insya allah sehat_enak_fit_segar,1
sehat,sehat_enak_fit_segar,1
aduh ko aplikasi pudulilindungi tidak bisa buka skalinya bisa buka nu ghu angka nemer ko tidak kirim ge mna saya bingung sama aplikasi,aduh ko operasi_aplikasi pudulilindungi tak_tidak_kagak bisa_sanggup_dapat buka_aktif skalinya bisa_sanggup_dapat buka_aktif nu ghu nomor_angka nemer ko tak_tidak_kagak kirim ge mna bingung operasi_aplikasi,-1
manfaat ada adalah wajar masih dpt baik tingkat salam sehat,manfaat_guna_untung_fungsi_arti adalah sederhana_wajar_normal_biasa_alami dpt ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak tingkat salam_selamat sehat_enak_fit_segar,1
aplikasihnya bagus,aplikasihnya baik_bagus_keren,1
bantu,angkat_bantu_beri_tolong_dukung,1
mantap,percaya_aman_kuat_mantap,1
oke,oke_ya,1
keren,keren,1
manfaat,manfaat_guna_untung_fungsi_arti,1
apk sangat sesuai banget bisa dap ngecek sertifikat vaksin,apk sinkron_cocok_sesuai sungguh_betul_sekali_banget_begitu_sangat bisa_sanggup_dapat dap ngecek surat_sertifikat vaksin,1
oke,oke_ya,1
laksana anjur perintah hidup sehat optimis covid segera berahir,seperti_laksana anjur_undang_tarik_saran tugas_order_perintah hidup sehat_enak_fit_segar optimis covid berahir,0
bantu,angkat_bantu_beri_tolong_dukung,1
terimakasih sertifikat vaksin kku dan bisa di unduh terimakasih untuk aplikasi pedulilindungi,terimakasih surat_sertifikat vaksin kku bisa_sanggup_dapat unduh terimakasih operasi_aplikasi pedulilindungi,1
bagus,baik_bagus_keren,1
bantu,angkat_bantu_beri_tolong_dukung,1
baik,ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,1
joss mantap tenan,joss percaya_aman_kuat_mantap tenan,1
bagus,baik_bagus_keren,1
yg lebih baik,lebih ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,1
mantap harus update kluar sertifikat vaksin bainyg kluar sertifikat ni saran dr update aplikasi nya masuk daftar vaksin isi lg data nik nama andi tgu sebentar masuk sertifikat an sdh cetak yg mohon sabar ya,percaya_aman_kuat_mantap update kluar surat_sertifikat vaksin bainyg kluar surat_sertifikat ni komentar_saran dr update operasi_aplikasi nya masuk_kena_turun_sampai jadwal_register_daftar vaksin daya_isi lg data_statistik_informasi_fakta_bukti nik identitas_nama_kata_tanda_status andi tgu singkat_sebentar masuk_kena_turun_sampai surat_sertifikat an sdh cetak harap_minta_mohon tawakal_sabar_tahan sungguh_betul_ya_iya_oke,0
mudah akses jelas clear,sederhana_agar_gampang_mudah_ringan_lancar akses jelas clear,1
muas terimakasih kasih,muas terimakasih bagi_cinta_sayang_beri_kasih_prihatin,1
oke,oke_ya,1
aplikasi ny untuk menu serifikat vaksin kdg tidak bisa akses,operasi_aplikasi ny menu serifikat vaksin kdg tak_tidak_kagak bisa_sanggup_dapat akses,-1
tidak ya mau,tak_tidak_kagak sungguh_betul_ya_iya_oke,-1
oke,oke_ya,1
mantap,percaya_aman_kuat_mantap,1
moga manfaat,moga_agar manfaat_guna_untung_fungsi_arti,1
baik,ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,1
baik,ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,1
bagus,baik_bagus_keren,1
bagus,baik_bagus_keren,1
oke mantap informasi cepat,oke_ya percaya_aman_kuat_mantap fakta_berita_informasi_data kunjung_cepat_lekas_segera,1
oke,oke_ya,1
luar,asing_luar,1
manfaat aplikasi dapat mudah data vaksinasi,manfaat_guna_untung_fungsi_arti operasi_aplikasi sederhana_agar_gampang_mudah_ringan_lancar data_statistik_informasi_fakta_bukti vaksinasi,1
tuju,tuju,1
bantu,angkat_bantu_beri_tolong_dukung,1
update okeee kq,update okeee kq,1
untuk simpan prokes,simpan_singkat_beres prokes,1
bagus,baik_bagus_keren,1
bantu,angkat_bantu_beri_tolong_dukung,1
oke,oke_ya,1
bagus,baik_bagus_keren,1
corona lenyap,corona habis_pergi_hapus_hilang_lenyap,0
manfaat,manfaat_guna_untung_fungsi_arti,1
istimewa banget,hebat_istimewa_sempurna_khusus_penting sungguh_betul_sekali_banget_begitu_sangat,1
mau hp hilang gmna nya ngecek sertifikat,hp rugi_turun_habis_pergi_hilang_hapus_tanggal_pecah_mati_lenyap gmna nya ngecek surat_sertifikat,0
bagus,baik_bagus_keren,1
covid hilang,covid rugi_turun_habis_pergi_hilang_hapus_tanggal_pecah_mati_lenyap,0
bagus,baik_bagus_keren,1
aplikasi sangat bagus,operasi_aplikasi baik_bagus_keren,1
this aplication is nice and smart aplikasi sudah beri informasi ada zona lalu hp yg pakai,this aplication is nice and smart operasi_aplikasi bantu_dukung_beri fakta_berita_informasi_data wilayah_tempat_area_daerah_alam_zona hp pakai,1
bagus biar segala urus,baik_bagus_keren biar urus_jaga,1
stabil aplikasi,kuat_mantap_tetap_normal_sehat_stabil operasi_aplikasi,1
patuh protikol kesehtn,patuh protikol kesehtn,1
sehat sehat sehat indonesia sehat love indonesia,sehat_enak_fit_segar sehat_enak_fit_segar sehat_enak_fit_segar indonesia sehat_enak_fit_segar love indonesia,0
suka halus,mau_puas_suka halus_kecil,0
tanya suami sudah vaksin vaksin yg salah nomor solusi suami ada sertifikat terimakasih,suami vaksin vaksin meleset_cacat_salah_lupa nomor_angka solusi suami surat_sertifikat terimakasih,0
baik guna guna seluler,ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak manfaat_guna_bagi_fungsi_untuk_buat manfaat_guna_bagi_fungsi_untuk_buat seluler,0
salam sehat sellu smoga nya sukses sellu apl,salam_selamat sehat_enak_fit_segar sellu smoga nya maju_sukses sellu apl,1
bagus,baik_bagus_keren,1
cakep,cakep,1
aplikasi nya bagus kasih bintang mantap,operasi_aplikasi nya baik_bagus_keren bagi_cinta_sayang_beri_kasih_prihatin bintang percaya_aman_kuat_mantap,1
aplikasi bagus nama aplikasi tingkat lanjut lebih mudah guna baik daftar saat log in,operasi_aplikasi baik_bagus_keren identitas_nama_kata_tanda_status operasi_aplikasi tingkat lebih sederhana_agar_gampang_mudah_ringan_lancar manfaat_guna_bagi_fungsi_untuk_buat ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak jadwal_register_daftar log in,0
oke,oke_ya,1
good bantu,good angkat_bantu_beri_tolong_dukung,1
aplikasi sangat bantu terimakasih pedulilindungi,operasi_aplikasi angkat_bantu_beri_tolong_dukung terimakasih pedulilindungi,1
bantu,angkat_bantu_beri_tolong_dukung,1
bagus,baik_bagus_keren,1
bagus,baik_bagus_keren,1
aplikasi bantu terimakasih,operasi_aplikasi angkat_bantu_beri_tolong_dukung terimakasih,1
bantu,angkat_bantu_beri_tolong_dukung,1
sudah vaksin tahap tidak sertifikat vaksin baik via sms aplikasi harus laku apakah ada salah penginputan nomor bagaimana solusi,vaksin periode_langkah_tingkat_kelas_tahap tak_tidak_kagak surat_sertifikat vaksin ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak via_dengan sms operasi_aplikasi laku lahir_tampil_hidup_sedia_ada_jadi_muncul meleset_cacat_salah_lupa penginputan nomor_angka solusi,0
baik karena bantu tahu daerah bahaya tidak,ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak angkat_bantu_beri_tolong_dukung negeri_kampung_lokasi_wilayah_tempat_area_daerah_bidang_alam_zona bahaya tak_tidak_kagak,1
oke,oke_ya,1
bagus,baik_bagus_keren,1
baik,ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,1
jika lapor bug mi dianalisa aplikasi tidak bisa tampil sertifikat vaksinasi sudah selesai vaksinasi dosis,lapor bug mi dianalisa operasi_aplikasi tak_tidak_kagak bisa_sanggup_dapat tampil_maju surat_sertifikat vaksinasi khatam_habis_putus_sempurna_stop_selesai_lalu_pecah_jadi_lengkap vaksinasi dosis,0
oke,oke_ya,1
bagus,baik_bagus_keren,1
sertifikat covid,surat_sertifikat covid,0
aplikasi sangat bantu sya tahu covid seliruh indonesia,operasi_aplikasi angkat_bantu_beri_tolong_dukung sya covid seliruh indonesia,1
terimakasih kasih,terimakasih bagi_cinta_sayang_beri_kasih_prihatin,1
aplikasi peduli lindung bantu banget aktivitas,operasi_aplikasi tahu_peduli lindung angkat_bantu_beri_tolong_dukung sungguh_betul_sekali_banget_begitu_sangat aktivitas,1
bantu,angkat_bantu_beri_tolong_dukung,1
mantap,percaya_aman_kuat_mantap,1
bisa bantu,bisa_sanggup_dapat angkat_bantu_beri_tolong_dukung,1
penting punya yahudi,punya yahudi,0
manfaat,manfaat_guna_untung_fungsi_arti,1
aplikasi keren,operasi_aplikasi keren,1
terimakasih kasih data valid jozzzzz butuh sertifikat vaksin link sms puskesmas hapus alkhamdulillah aplikasi bisa bantu yg bisa tunjuk daftar masuk nomor hp isi kode masuk nik moga manfaat,terimakasih bagi_cinta_sayang_beri_kasih_prihatin data_statistik_informasi_fakta_bukti terang_jadi_kuat_valid jozzzzz butuh surat_sertifikat vaksin link sms puskesmas lenyap_hapus_hilang alkhamdulillah operasi_aplikasi bisa_sanggup_dapat angkat_bantu_beri_tolong_dukung bisa_sanggup_dapat jadwal_register_daftar masuk_kena_turun_sampai nomor_angka hp daya_isi kode_tanda_etik masuk_kena_turun_sampai nik moga_agar manfaat_guna_untung_fungsi_arti,1
bantu,angkat_bantu_beri_tolong_dukung,1
baik,ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,1
bantu masyarakat ini,angkat_bantu_beri_tolong_dukung publik_masyarakat_bangsa_rakyat,1
mantap bantu,percaya_aman_kuat_mantap angkat_bantu_beri_tolong_dukung,1
udah vaksin jadwal vaksin lewat badan tidak fit kirain panggil ulang nyata tidak tolong info vaksin yg terimakasih,udah vaksin jadwal_program vaksin tubuh_badan tak_tidak_kagak sehat_fit_segar kirain panggil kembali_ulang nyata_jelas tak_tidak_kagak tolong_bantu info vaksin terimakasih,0
bagus data vaksin covid,baik_bagus_keren data_statistik_informasi_fakta_bukti vaksin covid,1
oke,oke_ya,1
amga mermanpataat,amga mermanpataat,1
bantu,angkat_bantu_beri_tolong_dukung,1
bagus aq cinta,baik_bagus_keren aq cinta,1
bagus tpi tidak fungsi,baik_bagus_keren tpi tak_tidak_kagak tugas_fungsi_manfaat_guna,0
bagus,baik_bagus_keren,1
bagus,baik_bagus_keren,1
mantap mudah,percaya_aman_kuat_mantap sederhana_agar_gampang_mudah_ringan_lancar,1
bantu good,angkat_bantu_beri_tolong_dukung good,1
mudah,sederhana_agar_gampang_mudah_ringan_lancar,1
bantu cari info vaksin tentang covid,angkat_bantu_beri_tolong_dukung cari info vaksin covid,1
bagus informatip,baik_bagus_keren informatip,1
guna,manfaat_guna_bagi_fungsi_untuk_buat,1
good job utk layan,good job utk layan,1
vaksin saat belum sms pas q cek peduli lindung sdh sertifikat nya terimakasih sobat q baca koment pada keluh peduli lindung tidak masalah unduh sertifikat dftr nik dll klw ada mslh restart hp sobat,vaksin belum sms betul_cocok_sedang_pas_kompatibel q cek tahu_peduli lindung sdh surat_sertifikat nya terimakasih kawan_teman_sobat q baca koment keluh tahu_peduli lindung tak_tidak_kagak unduh surat_sertifikat dftr nik dll klw mslh restart hp kawan_teman_sobat,1
oke,oke_ya,1
what an improvement bantu banget aplikasi,what an improvement angkat_bantu_beri_tolong_dukung sungguh_betul_sekali_banget_begitu_sangat operasi_aplikasi,1
bantu,angkat_bantu_beri_tolong_dukung,1
mantep lsg bisa bukti,mantep lsg bisa_sanggup_dapat data_tanda_informasi_fakta_bukti,1
bantu skali,angkat_bantu_beri_tolong_dukung skali,1
guna,manfaat_guna_bagi_fungsi_untuk_buat,1
oke,oke_ya,1
bantu,angkat_bantu_beri_tolong_dukung,1
bagus,baik_bagus_keren,1
gps lanjut batere cepat lowbat,gps batere kunjung_cepat_lekas_segera lowbat,-1
oke,oke_ya,1
oke,oke_ya,1
baik,ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,1
sudah vaksin dua tgl kok di krim sertifi,vaksin tgl pada_di_dalam krim sertifi,-1
bisa saji data lengkap ttg kembang sebar covid,bisa_sanggup_dapat saji data_statistik_informasi_fakta_bukti penuh_sempurna_besar_lengkap ttg kembang sebar_bagi_kirim covid,0
kok lelet yaaa,lambat_lelet yaaa,0
dapat informasi yg penting guna aplikasi,fakta_berita_informasi_data luar_penting_istimewa_esensial manfaat_guna_bagi_fungsi_untuk_buat operasi_aplikasi,1
keren,keren,1
bagus,baik_bagus_keren,1
bagus,baik_bagus_keren,1
terimakasih kasih,terimakasih bagi_cinta_sayang_beri_kasih_prihatin,1
yuk tingkat yuk bakal indonesia download aplikasi jadi yg kuat rajin benah error semangat,yuk tingkat yuk indonesia download operasi_aplikasi yang kuat giat_rajin benah error semangat_maksud_arti,0
tuju bijak perintah aplikasi pedulilindungi agar indonesian lebih baik,tuju pintar_bijak tugas_order_perintah operasi_aplikasi pedulilindungi indonesian ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,1
aplikasi bantu tapi perlu baik sistem data nik,operasi_aplikasi angkat_bantu_beri_tolong_dukung wajib_mesti_ingin_untuk_harus_urgen_perlu_penting ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak sistem_orde data_statistik_informasi_fakta_bukti nik,0
oke,oke_ya,1
baik sangat bantu smgaa indonesia bisa pulih dn,ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak angkat_bantu_beri_tolong_dukung smgaa indonesia bisa_sanggup_dapat sehat_pulih dn,1
oke,oke_ya,1
mah vaksin udah di,mah vaksin udah,0
bantu lihat kondisi status,angkat_bantu_beri_tolong_dukung tentang_pantau_lihat_temu_kunjung situasi_status_kondisi nama_status_kualitas_situasi_posisi_kelas,1
cetak sertifikat vaksin sms link ke hapus aplikasi sangat bantu yg buka apk buat nyari sertifikat vaksin nya klik tulis akun pojok kanan klik nama nanti gambar sertifikat nya tinggal unduh,cetak surat_sertifikat vaksin sms link lenyap_hapus_hilang operasi_aplikasi angkat_bantu_beri_tolong_dukung buka_aktif apk nyari surat_sertifikat vaksin nya klik tulis_catat akun pelosok_pojok kanan klik identitas_nama_kata_tanda_status gambar surat_sertifikat nya masih_tinggal unduh,1
ok bantu,ok angkat_bantu_beri_tolong_dukung,1
ini baik terimakasih,ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak terimakasih,1
sy angat bantu krn ad ay pedulilindung utk cegah wabah civid,sy angat angkat_bantu_beri_tolong_dukung ad ay pedulilindung utk cegah pandemi_wabah civid,1
sangat bantu laku kerja bagai warga negara apk goood,angkat_bantu_beri_tolong_dukung laku operasi_fungsi_kerja_aktivitas anggota_anak_keluarga_warga_orang negeri_kampung_wilayah_daerah_dunia_negara_zona apk goood,1
mudah lebih kontrol,sederhana_agar_gampang_mudah_ringan_lancar otoritas_kontrol,1
oke,oke_ya,1
fsksin dpt sms nya ya biardpt sertifikasi nya,fsksin dpt sms nya sungguh_betul_ya_iya_oke biardpt sertifikasi nya,0
oke,oke_ya,1
jalan m patuh prokes,jalan m patuh prokes,0
bik,bik,1
moga bisa manfaat kita,moga_agar bisa_sanggup_dapat manfaat_guna_untung_fungsi_arti,1
oke,oke_ya,1
bagus,baik_bagus_keren,1
manfaat,manfaat_guna_untung_fungsi_arti,1
oke,oke_ya,1
bantu,angkat_bantu_beri_tolong_dukung,1
bagus,baik_bagus_keren,1
bantu,angkat_bantu_beri_tolong_dukung,1
bantu,angkat_bantu_beri_tolong_dukung,1
oke,oke_ya,1
muas,muas,1
bagus gimana aktivinnya,baik_bagus_keren gimana aktivinnya,0
bantu warga indonesia wajib punya aplikasi,angkat_bantu_beri_tolong_dukung anggota_anak_keluarga_warga_orang indonesia tentu_wajib_mesti_tetap_harus_perlu operasi_aplikasi,1
bagus bgt,baik_bagus_keren bgt,1
oke,oke_ya,1
ya allah ribet banget ya,sungguh_betul_ya_iya_oke allah ribet sungguh_betul_sekali_banget_begitu_sangat sungguh_betul_ya_iya_oke,-1
bantu tiap orang punya mobilitas,angkat_bantu_beri_tolong_dukung bangsa_orang_manusia mobilitas,1
ada aplikasi sangat bantu hndk pergi suatu,operasi_aplikasi angkat_bantu_beri_tolong_dukung hndk berangkat_pergi_hilang,1
bagus,baik_bagus_keren,1
bantu,angkat_bantu_beri_tolong_dukung,1
tidak bisa buka tidak bisa baru payahbanget,tak_tidak_kagak bisa_sanggup_dapat buka_aktif tak_tidak_kagak bisa_sanggup_dapat aktual_mutakhir_baru_segar payahbanget,-1
bagus banget,baik_bagus_keren sungguh_betul_sekali_banget_begitu_sangat,1
vaksin imun kuat kebal,vaksin imun_kebal kuat kebal,1
vaksin masal moga akhir roda ekonomi bisa normal,vaksin masal moga_agar roda ekonomi bisa_sanggup_dapat wajar_normal_biasa_tipikal_standar,1
bagus,baik_bagus_keren,1
baik,ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,1
bantu,angkat_bantu_beri_tolong_dukung,1
mantap,percaya_aman_kuat_mantap,1
manfaat yg luar,manfaat_guna_untung_fungsi_arti asing_luar,1
bantu,angkat_bantu_beri_tolong_dukung,1
mantap,percaya_aman_kuat_mantap,1
mau tensi darah sampai gagal cape dg alhamdulillah yg hasil ayo vaksin lindung dan orang,tensi darah gagal_rusak_kalah cape dg alhamdulillah hasil ayo_mari_yuk vaksin lindung bangsa_orang_manusia,0
mantap bantu ayo tingkat,percaya_aman_kuat_mantap angkat_bantu_beri_tolong_dukung ayo_mari_yuk tingkat,1
bagus,baik_bagus_keren,1
mantap,percaya_aman_kuat_mantap,1
oke,oke_ya,1
manfaat keluarga orang,manfaat_guna_untung_fungsi_arti keluarga bangsa_orang_manusia,1
ko udh kali baharu keluar aplikasi siy knph ya,ko udh waktu_saat_ketika_kali baharu operasi_aplikasi siy knph sungguh_betul_ya_iya_oke,-1
aplikasi bagus bngt,operasi_aplikasi baik_bagus_keren bngt,1
kerja baik,operasi_fungsi_kerja_aktivitas ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,1
aplikasi sangat bantu,operasi_aplikasi angkat_bantu_beri_tolong_dukung,1
butuh pergi,butuh berangkat_pergi_hilang,1
kerja baik,operasi_fungsi_kerja_aktivitas ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,1
saya vaksin kok timbul timbul sih data vaksin nya data semua udah belum ad tolong tindak penting nya data perintah kota,vaksin lahir_terbit_keluar_timbul_muncul lahir_terbit_keluar_timbul_muncul sih_si data_statistik_informasi_fakta_bukti vaksin nya data_statistik_informasi_fakta_bukti udah ad tolong_bantu langkah_tindak nya data_statistik_informasi_fakta_bukti tugas_order_perintah kota,-1
mudah akses,sederhana_agar_gampang_mudah_ringan_lancar akses,1
aplikasi bisa tidak bisa cek sertifikat vaksin,operasi_aplikasi bisa_sanggup_dapat tak_tidak_kagak bisa_sanggup_dapat cek surat_sertifikat vaksin,-1
lama yg pakek aplikasi akan deteksi lacak heheheh saja pergi seru kayae,kedaluwarsa_periode_tempo_lama_lambat_lelet pakek operasi_aplikasi deteksi lacak heheheh berangkat_pergi_hilang hebat_seru kayae,1
mantap tingkat mutu layan,percaya_aman_kuat_mantap tingkat kualitas_kelas_mutu_jenis layan,1
aplikasi ada maju fungsi mesti,operasi_aplikasi maju_lanjut tugas_fungsi_manfaat_guna tentu_wajar_mesti_tetap_harus_perlu,1
makasih pedulilindungi krn bantu pantau perkembngan covid,makasih pedulilindungi angkat_bantu_beri_tolong_dukung pantau perkembngan covid,1
sulit laku,berat_repot_sulit_payah_serius_susah laku,-1
aplikasi bantu,operasi_aplikasi angkat_bantu_beri_tolong_dukung,1
aplikasi yg bantu informasi,operasi_aplikasi angkat_bantu_beri_tolong_dukung fakta_berita_informasi_data,1
ndak aplikasi susah masuk mall,ndak operasi_aplikasi berat_repot_sulit_payah_susah masuk_kena_turun_sampai mall,0
oke,oke_ya,1
bantu,angkat_bantu_beri_tolong_dukung,1
bantu,angkat_bantu_beri_tolong_dukung,1
bagus bantu,baik_bagus_keren angkat_bantu_beri_tolong_dukung,1
oke,oke_ya,1
bagus,baik_bagus_keren,1
tau yg resiko bisa sert fikat vaksinasi,tau resiko bisa_sanggup_dapat sert fikat vaksinasi,1
bagus,baik_bagus_keren,1
bantu tingkat waspada ada tempat tuju,angkat_bantu_beri_tolong_dukung tingkat waspada tempat tuju,1
perlu peduli penting,tahu_peduli,1
mantap,percaya_aman_kuat_mantap,1
oke,oke_ya,1
hp jalan lancar,hp jalan halus_bijak_lancar,1
tingkat utk sempurna,tingkat utk beres_sempurna_utama_selesai_lengkap,1
anak pasang aplikasi lindung pakai no telp kok ngakbisa alas no telp terdaftaf daftar bisa pake email kalo sms sertifikat sudah masuk terimakaaih,anak_budak_darah_anggota perangkat_set_pasang operasi_aplikasi lindung pakai no telp ngakbisa dasar_alas_basis no telp terdaftaf jadwal_register_daftar bisa_sanggup_dapat pake email kalo sms surat_sertifikat masuk_kena_turun_sampai terimakaaih,0
nusantara opt gagal kirim ganti angka nol terimakasih moga aplikasi dapat bantu putus sebar virus mati,nusantara opt gagal_rusak_kalah kirim ubah_ganti nomor_angka nol terimakasih moga_agar operasi_aplikasi angkat_bantu_beri_tolong_dukung habis_putus_hilang_selesai_pecah_pisah sebar_bagi_kirim virus lenyap_hilang_mati,0
sertifikat vaksin kga muncul,surat_sertifikat vaksin kga lahir_terbit_keluar_hidup_timbul_muncul,-1
smoga vaksin app jadi ladang sehat berkah,smoga vaksin app ladang sehat_enak_fit_segar berkah,1
mantap,percaya_aman_kuat_mantap,1
lumayan,lumayan_sedang_juga_pada_bahasa,1
aplikasi sangat untuk semua,operasi_aplikasi buat_bagi_untuk_akan,1
mudah proses cek in,sederhana_agar_gampang_mudah_ringan_lancar cara_mode_jalan_proses_operasi_sistem cek in,1
bantu,angkat_bantu_beri_tolong_dukung,1
bantu,angkat_bantu_beri_tolong_dukung,1
bagus,baik_bagus_keren,1
