comment,id,en,id_processed,en_processed,label_manual,svm_id,svm_en
"sangat bermanfaat. apabila ada kekurangan, adalah hal wajar dan masih dpt diperbaiki dan ditingkatkan. salam sehat selalu","sangat bermanfaat. apabila ada kekurangan, adalah hal wajar dan masih dpt diperbaiki dan ditingkatkan. salam sehat selalu","very helpful. if there are shortcomings, it is natural and still being improved and improved. healthy greetings",,,1,,
aplikasihnya bagus,aplikasihnya bagus,the application is good,,,1,,
sangat membantu,sangat membantu,very helpful,,,1,,
mantap,mantap,great,,,1,,
mantab,mantab,mantab,,,1,,
ok,oke,ok,,,1,,
keren,keren,cool,,,1,,
sangat bermanfaat,sangat bermanfaat,very helpful,,,1,,
apk ini sangat sesuai banget bisa dapan ngecek sertifikat vaksin,apk ini sangat sesuai banget bisa dapan ngecek sertifikat vaksin,this apk is very suitable to be able to check the vaccine certificate,,,1,,
ok,oke,ok,,,1,,
"tetap melaksanakan anjuran pemerintah, hidup sehat dan optimis covid 19 akan segera berahir","tetap melaksanakan anjuran pemerintah, hidup sehat dan optimis covid 19 akan segera berahir","still carry out the government's recommendation, healthy and optimistic life covid 19 will soon be blessed",,,0,,
sangat membantu,sangat membantu,very helpful,,,1,,
"terimakasih setelah di perbarui sertifikat vaksin kku ada dan bisa di unduh, terimakasih banyak untuk aplikasi pedulilindungi 😘😘😘","terimakasih setelah di perbarui sertifikat vaksin kku ada dan bisa di unduh, terimakasih banyak untuk aplikasi pedulilindungi 😘😘😘","thank you after updating your vaccine certificate and can be downloaded, thank you a lot for the peduli protection application 😘😘😘",,,1,,
good,bagus,good,,,1,,
sangat membantu.,sangat membantu.,very helpful.,,,1,,
nice,baik,nice,,,1,,
josss,josse.,josse,,,1,,
belum ada,belum ada,there is not any yet,,,-1,,
joss mantap tenan,joss mantap tenan,joss is good tenan,,,1,,
good,bagus,good,,,1,,
yg terbaru lebih baik,yg terbaru lebih baik,the latest better,,,1,,
"mantap walaupun harus update akhirnya kluar juga sertifikat vaksin pertama,, bainyg blom kluar sertifikatnya,ni& saran dr saya update aplikasi nya masuk ke pendaftaran vaksin isi lg data nik dan nama andi tgu sebentar masuk ke sertifikat mudah2 an sdh di cetak yg blom mohon bersabar ya","mantap walaupun harus update akhirnya kluar juga sertifikat vaksin pertama,, bainyg blom kluar sertifikatnya,ni& saran dr saya update aplikasi nya masuk ke pendaftaran vaksin isi lg data nik dan nama andi tgu sebentar masuk ke sertifikat mudah2 an sdh di cetak yg blom mohon bersabar ya","steady even though you have to update finally the first vaccine certificate, bainyg blom kluar certificate, ni & sengate dr i updated the application to enter the vaccine registration lg nik data and the name andi tgu briefly enter the certificate easy to print that blom, please be patient",,,0,,
"mudah di akses, dan penjelasannya clear","mudah di akses, dan penjelasannya clear","easy access, and the explanation is clear",,,1,,
sangat memuaskan terima kasih,sangat memuaskan terima kasih,very satisfying thank you,,,1,,
oke,oke,okay,,,1,,
aplikasi ny bagus..hanya saja untuk menu serifikat vaksin kdg tdk bisa diakses,aplikasi ny bagus..hanya saja untuk menu serifikat vaksin kdg tdk bisa diakses,the application is good ... just for the menu of the serifice of the vaccine can not be accessed,,,1,,
"mau gak mau ya harus mau,, 😜😜","mau gak mau ya harus mau,, 😜😜",i don't want you to want ... 😜😜,,,1,,
ok,oke,ok,,,1,,
mantap,mantap,great,,,1,,
semoga bermanfaat,semoga bermanfaat,hope it is useful,,,1,,
sangat baik,sangat baik,very good,,,1,,
baik,baik,well,,,1,,
good,bagus,good,,,1,,
good 👍🏻,bagus 👍🏻.,good 👍🏻,,,1,,
"oke mantap,untuk informasi lebih cepat","oke mantap,untuk informasi lebih cepat","okay, for faster information",,,1,,
ok,oke,ok,,,1,,
luar biasa,luar biasa,extraordinary,,,1,,
sangat bermanfaat. dengan aplikasi ini dapat mempermudah pendataan vaksinasi.,sangat bermanfaat. dengan aplikasi ini dapat mempermudah pendataan vaksinasi.,very helpful. with this application it can facilitate vaccination data collection.,,,1,,
okeeee,okeeee,okeeee,,,1,,
setuju,setuju,agree,,,1,,
sangat membantu..,sangat membantu..,very helpful..,,,1,,
sangat membantu.,sangat membantu.,very helpful.,,,1,,
setelah update okeee kq,setelah update okeee kq,after okeee kq update,,,1,,
terus jaga prokes,lanjutkan untuk menyimpan prokes,continue to keep prokes,,,1,,
bagus,bagus,good,,,1,,
mantabsss.. sangat membantu,mantabsss.. sangat membantu,mantabsss ... very helpful,,,1,,
ok,oke,ok,,,1,,
bagus,bagus,good,,,1,,
yakin corona lenyap,yakin corona lenyap,sure corona disappeared,,,0,,
terimakasih,terimakasih,thank you,,,1,,
sangat bermanfaat,sangat bermanfaat,very helpful,,,1,,
istimewa banget,istimewa banget,really special,,,1,,
saya mau tanya.nmer hp saya hilang gmna nya cara ngecek sertifikat saya,saya mau tanya.nmer hp saya hilang gmna nya cara ngecek sertifikat saya,i want to ask.,,,0,,
bagus,bagus,good,,,1,,
mantaaap,mantaaap.,mantaaap,,,1,,
covid segera hilang lah!,covid segera hilang lah!,covid immediately lost it!,,,0,,
owraitttt,owraittttt.,owraitttt,,,0,,
bagus,bagus,good,,,1,,
aplikasi yang sangat bagus,aplikasi yang sangat bagus,very good application,,,1,,
"this aplication is nice, and smart. sekarang aplikasi ini sudah dapat memberi informasi kita berada di zona apa melalui hp yg saya pakai.","this aplication is nice, and smart. sekarang aplikasi ini sudah dapat memberi informasi kita berada di zona apa melalui hp yg saya pakai.","this application is nice, and smart. now this application can give our information in what zone through the cellphone i use.",,,1,,
sangat bagus biar untuk segala urusan,sangat bagus biar untuk segala urusan,very good so for all matters,,,1,,
mantap betul aplikasi ini,stabil benar aplikasi ini,steady correct this app,,,1,,
selalu patuhi protikol kesehtn,selalu patuhi protikol kesehtn,always obey the protikol keshtn,,,1,,
"saya sehat, kamu sehat, kita sehat, indonesia sehat. love indonesia! 🇲🇨","saya sehat, kamu sehat, kita sehat, indonesia sehat. love indonesia! 🇲🇨","i'm healthy, you are healthy, we are healthy, healthy indonesia. love indonesia! 🇲🇨",,,0,,
masih suka tdk lancar,masih suka menjadi halus,still love to be smooth,,,0,,
mau tanya dong.. suami saya sudah vaksin 2x.. tapi vaksin yg pertama salah nomor hp.. bagaimana solusinya agar suami saya ada sertifikat vaksinnya.. terimakasih,mau tanya dong.. suami saya sudah vaksin 2x.. tapi vaksin yg pertama salah nomor hp.. bagaimana solusinya agar suami saya ada sertifikat vaksinnya.. terimakasih,want to ask dong ... my husband has a 2x vaccine .. but the first vaccine is wrong cellphone number ... how is the solution so that my husband has a vaccine certificate ... thank you,,,0,,
baik berguna bagi pengguna seluler,baik berguna bagi pengguna seluler,good useful for cellular users,,,0,,
""" salam sehat sellu, smoga kedepan nya tambah sukses sellu apl nih..👍👍👍",""" salam sehat sellu, smoga kedepan nya tambah sukses sellu apl nih..👍👍👍","""sellu's healthy greetings, hopefully in the future it will be more successful, please ...",,,1,,
bagus,bagus,good,,,1,,
cakep,cakep,good looking,,,1,,
aplikasi nya sangat bagus saya kasih bintang 5 mantap,aplikasi nya sangat bagus saya kasih bintang 5 mantap,the application is very good i give 5 steady stars,,,1,,
aplikasi bagus namun namanya aplikasi perlu peningkatan lebih lanjut supaya lebih memudahkan penggunanya baik saat mendaftar maupun saat log in...,aplikasi bagus namun namanya aplikasi perlu peningkatan lebih lanjut supaya lebih memudahkan penggunanya baik saat mendaftar maupun saat log in...,good application but the name of the application needs a further increase to make it easier for users to register or when logging in ...,,,0,,
top,atas,top,,,1,,
ok,oke,ok,,,1,,
good .. sangat membantu...,good .. sangat membantu...,good ... very helpful ...,,,1,,
mantapp,mantapp,mantapp.,,,1,,
aplikasi ini sangat membantu sekali trimakasih pedulilindungi,aplikasi ini sangat membantu sekali trimakasih pedulilindungi,this application is very helpful once trimakasih peduliator,,,1,,
sangat membantu,sangat membantu,very helpful,,,1,,
good,bagus,good,,,1,,
good,bagus,good,,,1,,
aplikasi sangat membantu...terima kasih🙏🏻,aplikasi sangat membantu...terima kasih🙏🏻,the application is very helpful ... thank you,,,1,,
sangat membantu,sangat membantu,very helpful,,,1,,
saya sudah vaksin tahap 2 namun tidak mendapatkan sertifikat vaksin baik via sms maupun aplikasi ini. apakah yang harus saya lakukan ? apakah ada kesalahan dalam penginputan nomor ? dan bagaimana solusinya ?,saya sudah vaksin tahap 2 namun tidak mendapatkan sertifikat vaksin baik via sms maupun aplikasi ini. apakah yang harus saya lakukan ? apakah ada kesalahan dalam penginputan nomor ? dan bagaimana solusinya ?,i have a stage 2 vaccine but does not get a vaccine certificate either via sms and this application. what should i do? is there an error in inputting number? and what is the solution?,,,0,,
baik sekali karena sangat membantu untuk mengetahui daerahnya berbahaya atau tidak,baik sekali karena sangat membantu untuk mengetahui daerahnya berbahaya atau tidak,very good because it is very helpful to know the area is dangerous or not,,,1,,
ok,oke,ok,,,1,,
bagus,bagus,good,,,1,,
sangat baik,sangat baik,very good,,,1,,
bagaimana jika diminta laporkan bug ke mi untuk dianalisa ? karena aplikasi ini tidak bisa menampilkan sertifikat vaksinasi padahal sudah selesai vaksinasi sampai dosis kedua,bagaimana jika diminta laporkan bug ke mi untuk dianalisa ? karena aplikasi ini tidak bisa menampilkan sertifikat vaksinasi padahal sudah selesai vaksinasi sampai dosis kedua,what if asked to report a bug to mi to be analyzed? because this application cannot display a vaccination certificate even though it has finished vaccination until the second dose,,,0,,
okelah,okelah,okay,,,1,,
bagus,bagus,good,,,1,,
sertifikat covid k2,sertifikat covid k2,covid k2 certificate,,,0,,
aplikasi ini sangat membantu sya untuk mengetahui tentang covid 19 di seliruh indonesia.,aplikasi ini sangat membantu sya untuk mengetahui tentang covid 19 di seliruh indonesia.,this application is very helpful for knowing about covid 19 in the museum of indonesia.,,,1,,
terima kasih,terima kasih,thanks,,,1,,
aplikasi peduli lindungi sangat membantu banget dalam aktivitas sehari-hari,aplikasi peduli lindungi sangat membantu banget dalam aktivitas sehari-hari,applications care for protect is very helpful in everyday activities,,,1,,
sangat membantu,sangat membantu,very helpful,,,1,,
mantap lah.,mantap lah.,it's good.,,,1,,
mudah2an bisa membantu sesama,mudah2an bisa membantu sesama,it's easy to help others,,,1,,
penting iki....kudhu duwe je,ini penting .... saya punya yahudi,this is important .... i have jewish,,,0,,
bermanfaat,bermanfaat,beneficial,,,1,,
aplikasi keren,aplikasi keren,cool application,,,1,,
"terima kasih, data valid pak jozzzzz saya membutuhkan sertifikat vaksin, karena link sms dari puskesmas kehapus, alkhamdulillah aplikasi ini bisa membantu, bagi yg belum bisa, ikuti petunjuk, daftar masukan nomor hp dan isi kode lalu masukkan nik semoga bermanfaat","terima kasih, data valid pak jozzzzz saya membutuhkan sertifikat vaksin, karena link sms dari puskesmas kehapus, alkhamdulillah aplikasi ini bisa membantu, bagi yg belum bisa, ikuti petunjuk, daftar masukan nomor hp dan isi kode lalu masukkan nik semoga bermanfaat","thank you, valid data mr. jozzzzz i need a vaccine certificate, because the sms link from the kelemel health center, allahhamdulillah this application can help, for those who cannot yet, follow the instructions, list input the cellphone number and fill in the code and then enter nik, hopefully it will be useful",,,1,,
"sangat terbantu,","sangat terbantu,","greatly helped,",,,1,,
sangat baik,sangat baik,very good,,,1,,
sangat membantu masyarakat saat ini,sangat membantu masyarakat saat ini,very helpful society today,,,1,,
mantap sangat membantu,mantap sangat membantu,steady very helpful,,,1,,
saya udah vaksin pertama..tp jadwal vaksin ke 2 lewat. soalnya badan lagi nggak fit...di kirain ada panggilan ulang. ternyata nggak...tlg infonya. .untuk mendapatkan vaksin yg ke 2...trimakasih,saya udah vaksin pertama..tp jadwal vaksin ke 2 lewat. soalnya badan lagi nggak fit...di kirain ada panggilan ulang. ternyata nggak...tlg infonya. .untuk mendapatkan vaksin yg ke 2...trimakasih,i have the first vaccine ... the second vaccine schedule passes. the problem is that the body is not fit ... i think there is a redial. apparently it's not ... there is the info. . to get the second vaccine ... thank you,,,0,,
bagus sebagai data vaksin covid,bagus sebagai data vaksin covid,good as covid vaccine data,,,1,,
oke,oke,okay,,,1,,
top amoga mermanpaat,amga mermanpataat,top amga mermanpaat,,,1,,
sangat membantu,sangat membantu,very helpful,,,1,,
"bagus,aq suka","bagus, aq cinta","nice, aq love",,,1,,
bgs tpi ga fungsi,bgs tpi ga fungsi,bgs tpi ga function,,,0,,
bagus,bagus,good,,,1,,
bagus,bagus,good,,,1,,
sangat membntu,sangat membntu,it's very good,,,1,,
mantap & mudah....👍👍👍,mantap & mudah....👍👍👍,steady & easy .... 👍👍👍,,,1,,
sangat membantu good,sangat membantu good,very helpful good,,,1,,
memudahkan kita,memudahkan kami,facilitate us,,,1,,
sangat membantu untuk cari info vaksin dan info2 tentang covid,sangat membantu untuk cari info vaksin dan info2 tentang covid,very helpful to find info vaccine and info2 about covid,,,1,,
bagus dan informatip,bagus dan informatip,good and informatic,,,1,,
sangat berguna,sangat berguna,very useful,,,1,,
good job utk pelayanannya,good job utk pelayanannya,good job for service,,,1,,
"hi.setelah vaksin ke2 sampai saat ini blom ada sms, pas q cek di peduli lindungi sdh ada sertifikat nya terimakasih. nah sobat"" q baca koment kalian pada mengeluh peduli lindungi tdk ada masalah, soal unduh sertifikat ,dftr nik, dll, klw masih ada mslh restart hp sobat""😁","hi.setelah vaksin ke2 sampai saat ini blom ada sms, pas q cek di peduli lindungi sdh ada sertifikat nya terimakasih. nah sobat"" q baca koment kalian pada mengeluh peduli lindungi tdk ada masalah, soal unduh sertifikat ,dftr nik, dll, klw masih ada mslh restart hp sobat""😁","hi. well, friend, ""q read the comment on complaining about caring about protecting no problems, about downloading certificates, dftr nik, etc., if there are still mslh restart your cellphone"" 😁",,,1,,
ok,oke,ok,,,1,,
what an improvement! sangat membantu banget aplikasinya,what an improvement! sangat membantu banget aplikasinya,what an improvement! very helpful for the application,,,1,,
sangat membantu,sangat membantu,very helpful,,,1,,
mantep lsg bisa terbukti ada,mantep lsg bisa terbukti ada,mantep lsg can be proven there,,,1,,
sangat membantu skali,sangat membantu skali,very helpful skali,,,1,,
sangat berguna,sangat berguna,very useful,,,1,,
ok,oke,ok,,,1,,
sangat membantu,sangat membantu,very helpful,,,1,,
good,bagus,good,,,1,,
"kalau gps on terus,batere cepat lowbat","jika gps terus berlanjut, batere cepat lowbat","if gps on continues, batere quick lowbat",,,-1,,
ok,oke,ok,,,1,,
ok,oke,ok,,,1,,
baik,baik,well,,,1,,
saya sudah vaksin yang kedua pada tgl 1 agustus2021 kenapa kok blum di krim sertifi katnya.mkasi,saya sudah vaksin yang kedua pada tgl 1 agustus2021 kenapa kok blum di krim sertifi katnya.mkasi,"i've been a second vaccine on august 1, 2021 why how come it's blum in the cream certificate.",,,-1,,
karena bisa menyajikan data secara lengkap ttg perkembangan penyebaran covid 19.,karena bisa menyajikan data secara lengkap ttg perkembangan penyebaran covid 19.,because it can present complete data about the development of the spread of covid 19.,,,0,,
sekarang kok sering lelet yaaa,sekarang kok sering lelet yaaa,now how come it's often slow,,,0,,
saya mendapatkan informasi yg sangat penting dan berguna dari aplikasi ini,saya mendapatkan informasi yg sangat penting dan berguna dari aplikasi ini,i get information that is very important and useful from this application,,,1,,
keren,keren,cool,,,1,,
bagus,bagus,good,,,1,,
bgus,bgus,bgus.,,,1,,
terima kasih!,terima kasih!,thank you!,,,1,,
gooddd,gooddd.,gooddd,,,1,,
yuk ditingkatkan terus yuk. soalnya bakal seluruh indonesia download aplikasi ini. jadi yg kuat dan rajin berbenah ya..jgn sering error. semangat!,yuk ditingkatkan terus yuk. soalnya bakal seluruh indonesia download aplikasi ini. jadi yg kuat dan rajin berbenah ya..jgn sering error. semangat!,let's continue to be upgraded. the problem is going throughout indonesia to download this application. so it's strong and diligent ingrains ... you often error. spirit!,,,0,,
top,atas,top,,,1,,
saya setuju atas kebijakan pemerintah adanya aplikasi pedulilindungi ini agar indonesian menjadi lebih baik,saya setuju atas kebijakan pemerintah adanya aplikasi pedulilindungi ini agar indonesian menjadi lebih baik,i agree to the government's policy of the existence of this pedulous application so that indonesian will be better,,,1,,
aplikasinya membantu sekali tapi masih perlu perbaikan di sistem data untuk nik.,aplikasinya membantu sekali tapi masih perlu perbaikan di sistem data untuk nik.,the application is very helpful but still needs improvement in the data system for nik.,,,0,,
ok,oke,ok,,,1,,
sangat baik dan sangat membantu smgaa indonesia bisa kembali pulih dn normal.lagii.,sangat baik dan sangat membantu smgaa indonesia bisa kembali pulih dn normal.lagii.,very good and very helpful smgaa indonesia can recover normal dn.lagii.,,,1,,
ok,oke,ok,,,1,,
aku mah oke2 sejak download..kartu vaksin 1 dan 2 udah ada di dalam,aku mah oke2 sejak download..kartu vaksin 1 dan 2 udah ada di dalam,i'm okay2 since the download..kartu vaccine 1 and 2 already inside,,,0,,
sangat membantu untuk melihat kondisi dan/atau keadaan status covid19,sangat membantu untuk melihat kondisi dan/atau keadaan status covid19,very helpful to see conditions and / or state status covid19,,,1,,
"mau cetak sertifikat vaksin tapi sms dan link dari 119 ke hapus,,untung ada aplikasi ini sangat membantu,,buat yg buka apk ini buat nyari sertifikat vaksin nya klik tulisan ""akun"" pojok kanan atas klik nama anda nanti keluar gambar sertifikat nya tinggal di unduh","mau cetak sertifikat vaksin tapi sms dan link dari 119 ke hapus,,untung ada aplikasi ini sangat membantu,,buat yg buka apk ini buat nyari sertifikat vaksin nya klik tulisan ""akun"" pojok kanan atas klik nama anda nanti keluar gambar sertifikat nya tinggal di unduh","want to print a vaccine certificate but sms and link from 119 to delete ,, fortunately there is this application very helpful ,, for those who open this apk to find the vaccine certificate click the ""account"" on the top right corner click your name later out the image of the certificate lives in download",,,0,,
ok sangat membantu,ok sangat membantu,ok very helpful,,,1,,
"so far so good.., thx...👍","sejauh ini begitu baik .., thx ... 👍","so far so good.., thx...👍",,,1,,
sangat bagus.. 👍👍👍🙏,sangat bagus.. 👍👍👍🙏,very good ... 👍👍👍🙏,,,1,,
sy angat terbantu krn ad ay pedulilindung utk mencegah wabah civid,sy angat terbantu krn ad ay pedulilindung utk mencegah wabah civid,i am very helpful because ada pedullotected to prevent civid outbreaks,,,1,,
"sangat sangat membantu dalam menjalankan tugas saya sebagai warga negara ,, apk goood 😎","sangat sangat membantu dalam melakukan pekerjaan saya sebagai warga negara, apk goood 😎","very very helpful in doing my job as a citizen, apk goood 😎",,,1,,
mudah dan lebih terkontrol,mudah dan lebih terkontrol,easy and more controlled,,,1,,
ok,oke,ok,,,1,,
"sudah fsksin belum dpt sms,,gimana cara nya ya biardpt sertifikasi nya,,,","sudah fsksin belum dpt sms,,gimana cara nya ya biardpt sertifikasi nya,,,","already fsksin not yet sms sms, how do the methods are biardpt the certification ...",,,0,,
oke,oke,okay,,,1,,
tetap menjalankan 5 m dan patuhi selalu prokes.,tetap menjalankan 5 m dan patuhi selalu prokes.,keep running 5 m and obeys always prokes.,,,0,,
"bik, sangat membantu👍👍","bik, sangat membantu👍👍","bik, very helpful",,,1,,
semoga bisa bermanfaat bagi kita semua,semoga bisa bermanfaat bagi kita semua,hopefully it can be useful for all of us,,,1,,
ok,oke,ok,,,1,,
bagus,bagus,good,,,1,,
bermanfaat,bermanfaat,beneficial,,,1,,
ok,oke,ok,,,1,,
sangat membantu,sangat membantu,very helpful,,,1,,
bagus,bagus,good,,,1,,
sangat membantu,sangat membantu,very helpful,,,1,,
sangat membantu,sangat membantu,very helpful,,,1,,
ok,oke,ok,,,1,,
sangat memuaskan,sangat memuaskan,very satisfy,,,1,,
bagus tapi gimana cara aktivinnya,bagus tapi gimana cara aktivinnya,good but how do you activate it,,,0,,
sangat membantu... warga indonesia di wajib kan punya aplikasi ini...,sangat membantu... warga indonesia di wajib kan punya aplikasi ini...,very helpful ... indonesian residents must have this application ...,,,1,,
bagus bgt...,bagus bgt...,good bgt ...,,,1,,
ok,oke,ok,,,1,,
ya allah kenapa ribet banget ya,ya allah kenapa ribet banget ya,o god why is it really complicated,,,-1,,
sangat membantu bagi setiap orang yang mempunyai mobilitas tinggi.,sangat membantu bagi setiap orang yang mempunyai mobilitas tinggi.,very helpful for everyone who has high mobility.,,,1,,
dengan adanya aplikasi ini sangat membantu jika hndk berpergian ke suatu tempat,dengan adanya aplikasi ini sangat membantu jika hndk berpergian ke suatu tempat,with this application it is very helpful if the hndk travels somewhere,,,1,,
top,atas,top,,,1,,
bagus,bagus,good,,,1,,
sangat membantu sekali,sangat membantu sekali,very helpful,,,1,,
nggak bisa di buka nggak bisa di perbarui payahbanget,nggak bisa di buka nggak bisa di perbarui payahbanget,can't open it can't be updated pepaybanget,,,-1,,
bagus banget,bagus banget,really good,,,1,,
vaksin untuk imun kuat & kebal covid-19,vaksin untuk imun kuat & kebal covid-19,vaccine for strong immune & covid-19 immune,,,1,,
dengan vaksin masal semoga covid19 segera berakhir sehingga roda perekonomian bisa normal kembali,dengan vaksin masal semoga covid19 segera berakhir sehingga roda perekonomian bisa normal kembali,"with mass vaccines, hopefully covid19 will end soon so the wheels of the economy can be normal again",,,1,,
sangat bagus,sangat bagus,very good,,,1,,
baik,baik,well,,,1,,
membantu,membantu,help,,,1,,
mantap,mantap,great,,,1,,
manfaatnya yg luar biasa,manfaatnya yg luar biasa,the benefits of extraordinary,,,1,,
sangat membantu.,sangat membantu.,very helpful.,,,1,,
mantap,mantap,great,,,1,,
"tiap mau di vaksin..selalu tensi darah naik,sampai 4x gagal,cape dg antriannya.. alhamdulillah yg ke-5x.nya akhirnya berhasil...ayo segera vaksin lindungi diri dan untuk orang lain.💪","tiap mau di vaksin..selalu tensi darah naik,sampai 4x gagal,cape dg antriannya.. alhamdulillah yg ke-5x.nya akhirnya berhasil...ayo segera vaksin lindungi diri dan untuk orang lain.💪","every time you want to be vaccinated ... always the blood pressure goes up, until 4x fails, it fails with his queue. alhamdulillah, 5x. it finally succeeded ... let's immediately protect yourself and for someone else.",,,0,,
"mantap, sangat membantu...ayo tingkatkan terus.","mantap, sangat membantu...ayo tingkatkan terus.","steady, very helpful ... let's increase it.",,,1,,
good,bagus,good,,,1,,
mantap,mantap,great,,,1,,
oke,oke,okay,,,1,,
bermanfaat untuk keluarga dan orang lain,bermanfaat untuk keluarga dan orang lain,useful for families and other people,,,1,,
ko udh 2 kali di pembaharuan malah keluar dari aplikasi siy? itu knph ya?,ko udh 2 kali di pembaharuan malah keluar dari aplikasi siy? itu knph ya?,ko udh 2 times in the update instead out of the siya application? that's knph huh?,,,-1,,
aplikasinya bgs bngt,aplikasinya bgs bngt,the application is bgs bngt.,,,1,,
good job,kerja yang baik,good job,,,1,,
aplikasi yang sangat membantu,aplikasi yang sangat membantu,application that is very helpful,,,1,,
terimakasih,terimakasih,thank you,,,1,,
sangat dibutuhkan saat bepergian,sangat dibutuhkan saat bepergian,very much needed while traveling,,,1,,
good job,kerja yang baik,good job,,,1,,
"ini saya baru vaksin pertama, kok belum timbul timbul sih data vaksin nya. data benar, semua udah tercantum.,tapi belum ad juga. tolong di tindak nih penting soal nya buat data ke pemerintah kota","ini saya baru vaksin pertama, kok belum timbul timbul sih data vaksin nya. data benar, semua udah tercantum.,tapi belum ad juga. tolong di tindak nih penting soal nya buat data ke pemerintah kota","this is my new vaccine, how come there haven't been arising from the vaccine data. the data is correct, everything has been listed., but it's not yet. please actively on the matter of making data to the city government",,,-1,,
mudah diakses,mudah diakses,easily accessible,,,1,,
aplikasi sudah bisa tapi tidak bisa cek sertifikat vaksinnya,aplikasi sudah bisa tapi tidak bisa cek sertifikat vaksinnya,the application can but can't check the vaccine certificate,,,0,,
lama kelamaan yg pakek aplikasi ini akan kedeteksi atau kelacak heheheh kemana saja sering pergi jadi seru kayae,lama kelamaan yg pakek aplikasi ini akan kedeteksi atau kelacak heheheh kemana saja sering pergi jadi seru kayae,"over time someone wearing this application will be detected or soothing, heheh, everywhere often goes so it's exciting",,,1,,
goodd,goodd.,goodd,,,1,,
mantap tingkatkan mutu pelayanannya,mantap tingkatkan mutu pelayanannya,steady improve the quality of his service,,,1,,
"aplikasi sudah ada kemajuan, dan berfungsi sebagaimana mestinya 👍👍👍","aplikasi sudah ada kemajuan, dan berfungsi sebagaimana mestinya 👍👍👍","application has been progress, and functions properly 👍👍👍",,,1,,
"makasih pedulilindungi,krn sangat membantu dan memantau perkembngan tentang covid","makasih pedulilindungi,krn sangat membantu dan memantau perkembngan tentang covid","thanks for the protector, because it is very helpful and monitoring the perjuation about covid",,,1,,
susah amat otpnya,sulit untuk melakukannya,it's hard to do it,,,-1,,
aplikasinya sangat membantu...,aplikasinya sangat membantu...,the application is very helpful ...,,,1,,
aplikasi yg sangat membantu informasi,aplikasi yg sangat membantu informasi,application that is very helpful for information,,,1,,
ndak punya aplikasi ini susah masuk mall,ndak punya aplikasi ini susah masuk mall,"i don't have this application, it's hard to enter the mall",,,0,,
oke,oke,okay,,,1,,
sangat membantu,sangat membantu,very helpful,,,1,,
sangat membantu dalam perjalanan👍,sangat membantu dalam perjalanan👍,very helpful on the way👍👍,,,1,,
"bagus, membantu","bagus, membantu","good, helpful",,,1,,
oke,oke,okay,,,1,,
bagus,bagus,good,,,1,,
"jadi tau tempat² yg beresiko,bisa buat sertìfikat vaksinasi juga","jadi tau tempat² yg beresiko,bisa buat sertìfikat vaksinasi juga","so you know the one who is at risk, can make a sector of vaccination too",,,1,,
bagus,bagus,good,,,1,,
sangat membantu untuk tingkat kewaspadaan ketika berada di tempat lain/yg dituju,sangat membantu untuk tingkat kewaspadaan ketika berada di tempat lain/yg dituju,very helpful for the level of vigilance when elsewhere / destiny,,,1,,
sangat perlunya kepedulian untuk kepentingan bersama.,sangat perlunya kepedulian untuk kepentingan bersama.,it is very necessary to concern for common purposes.,,,1,,
mantap....,mantap....,steady....,,,1,,
ok,oke,ok,,,1,,
di hp saya berjalan lancar,pada hp saya berjalan dengan lancar,on my hp running smoothly,,,1,,
lebih ditingkatkan utk penyempurnaan,lebih ditingkatkan utk penyempurnaan,more enhanced for improvement,,,1,,
anak saya pasang aplikasi pelindung pakai no telp tapi kok ngakbisa alasan no telp sudah terdaftaf apakah daftar bisa pake email kalo sms sertifikat ada sudah masuk terimakaaih,anak saya pasang aplikasi pelindung pakai no telp tapi kok ngakbisa alasan no telp sudah terdaftaf apakah daftar bisa pake email kalo sms sertifikat ada sudah masuk terimakaaih,my child put the protective application using telephone number but how come it can't reason the phone number has been used whether the list can use the email if the certificate sms is already entered to achieve,,,0,,
"untuk teman2 senusantara, jika opt gagal dikirim, ganti +62 dengan angka 0 (nol). terimakasih, semoga aplikasi ini dapat membantu memutuskan penyebaran virus mematikan ini","untuk teman2 senusantara, jika opt gagal dikirim, ganti +62 dengan angka 0 (nol). terimakasih, semoga aplikasi ini dapat membantu memutuskan penyebaran virus mematikan ini","for neighboring friends, if the opt failed to send, replace +62 with a number 0 (zero). thank you, hopefully this application can help decide on the spread of this deadly virus",,,0,,
mana sertifikat vaksinnya kga muncul,mana sertifikat vaksinnya kga muncul,where the vaccine certificate will appear,,,-1,,
smoga vaksin dan app ini menjadi ladang sehat juga keberkahan,smoga vaksin dan app ini menjadi ladang sehat juga keberkahan,hopefully this vaccine and app into a healthy field is also blessing,,,1,,
mantap,mantap,great,,,1,,
lumayan,lumayan,reasonable,,,1,,
aplikasi ini sangat penting untuk kita semua,aplikasi ini sangat penting untuk kita semua,this application is very important for all of us,,,1,,
memudahkan proses cek in,memudahkan proses cek in,facilitate the check process,,,1,,
sangat membantu,sangat membantu,very helpful,,,1,,
sangat membantu,sangat membantu,very helpful,,,1,,
bagus sekali,bagus sekali,very good,,,1,,
sangat bagus dan menbantu,sangat baik dan bermanfaat,very nice and helpful,,,1,,
mantab,mantab,mantab,,,1,,
ok,oke,ok,,,1,,
